i,j,val,ci,cj
26,23,1.23e-06,0,0
26,58,5.70e-05,0,0
26,162,2.00e-03,0,1
27,27,5.00e-03,0,0
27,170,1.21e-06,0,1
27,199,1.87e-10,0,1
28,140,7.40e-05,0,1
28,153,4.93e-03,0,1
29,0,9.93e-05,0,0
29,11,1.74e-03,0,0
29,18,1.85e-09,0,0
29,43,3.04e-03,0,0
29,141,9.56e-05,0,1
29,191,2.95e-05,0,1
30,37,5.00e-03,0,0
30,153,7.68e-09,0,1
31,8,1.99e-04,0,0
31,40,1.28e-05,0,0
31,46,1.49e-08,0,0
31,88,4.27e-03,0,0
31,124,5.16e-04,0,1
32,8,4.47e-03,0,0
32,40,5.80e-05,0,0
32,46,1.46e-10,0,0
32,88,2.43e-07,0,0
32,124,4.72e-04,0,1
33,20,1.18e-05,0,0
33,68,4.15e-04,0,0
33,79,4.44e-03,0,0
33,164,1.33e-04,0,1
34,6,2.10e-04,0,0
34,17,1.79e-03,0,0
34,54,2.39e-10,0,0
34,58,1.96e-08,0,0
34,162,3.00e-03,0,1
35,59,4.94e-03,0,0
35,174,6.31e-05,0,1
36,86,8.95e-09,0,0
36,87,2.32e-04,0,0
36,156,4.77e-03,0,1
37,102,8.10e-06,0,0
37,104,4.97e-03,0,0
37,107,1.91e-05,0,0
37,109,3.01e-10,0,0
37,130,3.67e-08,0,1
38,7,1.98e-03,0,0
38,32,2.34e-03,0,0
38,101,3.18e-04,0,0
38,138,3.53e-04,0,1
39,74,2.99e-03,0,0
39,77,2.30e-09,0,0
39,195,2.01e-03,0,1
40,111,4.46e-03,0,0
40,151,4.05e-04,0,1
40,177,1.37e-04,0,1
41,2,1.35e-08,0,0
41,30,7.12e-06,0,0
41,69,4.99e-03,0,0
42,46,7.51e-06,0,0
42,63,4.72e-03,0,0
42,88,1.57e-10,0,0
42,111,2.75e-04,0,0
42,151,6.27e-10,0,1
43,13,4.92e-03,0,0
43,40,2.07e-05,0,0
43,59,6.39e-05,0,0
43,60,2.53e-07,0,0
44,21,3.83e-03,0,0
44,103,1.06e-03,0,0
44,127,7.29e-06,0,1
44,173,1.02e-04,0,1
45,75,1.94e-10,0,0
45,82,4.00e-03,0,0
45,91,4.57e-07,0,0
45,116,9.91e-04,0,1
45,156,7.79e-06,0,1
46,21,2.48e-04,0,0
46,92,2.05e-08,0,0
46,173,7.72e-09,0,1
46,181,4.40e-06,0,1
46,198,4.75e-03,0,1
47,48,4.81e-03,0,0
47,97,1.18e-07,0,0
47,110,1.85e-04,0,0
48,16,3.43e-03,0,0
48,44,6.71e-07,0,0
48,103,5.19e-04,0,0
48,178,1.05e-03,0,1
49,20,1.07e-07,0,0
49,36,1.29e-03,0,0
49,78,3.71e-03,0,0
50,27,1.11e-10,0,0
50,97,5.30e-06,0,0
50,163,3.47e-05,0,1
50,199,4.96e-03,0,1
51,117,7.82e-04,0,1
51,139,4.22e-03,0,1
52,4,4.96e-03,0,0
52,78,1.21e-08,0,0
52,128,3.66e-05,0,1
52,142,4.81e-07,0,1
53,55,8.86e-05,0,0
53,135,1.18e-05,0,1
53,155,4.88e-03,0,1
53,184,2.17e-05,0,1
54,102,9.66e-04,0,0
54,130,4.03e-03,0,1
55,38,2.49e-03,0,0
55,125,2.12e-03,0,1
55,129,3.90e-04,0,1
55,144,4.05e-10,0,1
56,57,3.81e-03,0,0
56,108,1.19e-03,0,0
57,70,2.69e-04,0,0
57,89,4.73e-03,0,0
57,190,1.35e-06,0,1
58,1,2.32e-10,0,0
58,159,5.00e-03,0,1
59,36,7.48e-06,0,0
59,46,4.99e-03,0,0
59,63,4.38e-10,0,0
59,78,3.31e-10,0,0
60,20,4.98e-03,0,0
60,36,2.55e-09,0,0
60,151,8.71e-06,0,1
60,164,1.12e-05,0,1
60,177,9.59e-10,0,1
61,179,4.73e-03,0,1
61,186,2.66e-04,0,1
61,187,3.36e-07,0,1
62,5,3.92e-07,0,0
62,17,1.01e-09,0,0
62,94,5.00e-03,0,0
62,183,1.13e-08,0,1
63,21,1.51e-06,0,0
63,75,1.29e-06,0,0
63,91,4.74e-03,0,0
63,156,8.20e-10,0,1
63,181,1.02e-08,0,1
63,198,2.54e-04,0,1
64,2,4.82e-05,0,0
64,30,4.95e-03,0,0
64,69,8.97e-09,0,0
65,180,5.00e-03,0,1
65,188,4.32e-09,0,1
66,39,2.70e-08,0,0
66,74,2.67e-04,0,0
66,166,4.43e-03,0,1
66,175,3.06e-04,0,1
66,195,6.44e-08,0,1
67,101,4.68e-03,0,0
67,149,3.23e-04,0,1
68,84,4.83e-03,0,0
68,137,1.65e-04,0,1
68,159,7.17e-07,0,1
69,106,5.00e-03,0,0
69,109,3.21e-08,0,0
69,185,7.55e-08,0,1
70,22,3.72e-03,0,0
70,148,4.18e-04,0,1
70,154,8.59e-04,0,1
71,39,6.14e-10,0,0
71,122,2.02e-03,0,1
71,195,2.98e-03,0,1
72,20,8.13e-06,0,0
72,36,3.70e-03,0,0
72,78,1.29e-03,0,0
73,12,1.91e-03,0,0
73,52,9.71e-09,0,0
73,174,3.09e-03,0,1
74,74,1.75e-03,0,0
74,77,3.25e-03,0,0
75,73,4.61e-03,0,0
75,144,3.86e-04,0,1
76,1,1.68e-07,0,0
76,29,4.75e-03,0,0
76,33,1.70e-05,0,0
76,50,1.69e-04,0,0
76,82,1.03e-07,0,0
76,116,2.10e-05,0,1
76,145,2.44e-05,0,1
76,147,1.35e-05,0,1
77,28,4.79e-07,0,0
77,47,9.25e-06,0,0
77,77,6.63e-05,0,0
77,118,4.92e-03,0,1
77,121,6.02e-07,0,1
78,87,4.77e-03,0,0
78,156,2.28e-04,0,1
79,84,1.63e-04,0,0
79,137,4.84e-03,0,1
79,159,2.86e-10,0,1
80,78,7.87e-07,0,0
80,142,5.00e-03,0,1
81,2,1.06e-03,0,0
81,30,3.44e-05,0,0
81,55,4.84e-08,0,0
81,155,5.03e-05,0,1
81,171,4.71e-09,0,1
81,184,3.85e-03,0,1
82,48,1.86e-04,0,0
82,97,4.81e-03,0,0
83,61,4.41e-03,0,0
83,83,3.69e-05,0,0
83,187,5.51e-04,0,1
84,2,1.84e-05,0,0
84,104,1.30e-10,0,0
84,107,1.55e-03,0,0
84,171,1.44e-05,0,1
84,189,3.42e-03,0,1
85,1,2.60e-08,0,0
85,82,1.00e-03,0,0
85,116,3.95e-03,0,1
85,147,4.75e-05,0,1
86,21,4.77e-07,0,0
86,127,4.91e-03,0,1
86,179,8.74e-05,0,1
87,102,1.15e-07,0,0
87,130,2.09e-07,0,1
87,167,5.00e-03,0,1
88,21,2.70e-07,0,0
88,92,5.75e-04,0,0
88,173,4.42e-03,0,1
89,62,5.00e-03,0,0
89,70,1.36e-06,0,0
90,53,6.70e-04,0,0
90,81,4.12e-03,0,0
90,115,1.12e-07,0,1
90,132,2.05e-04,0,1
91,70,3.92e-04,0,0
91,129,6.06e-09,0,1
91,134,4.61e-03,0,1
92,1,1.61e-04,0,0
92,29,1.58e-05,0,0
92,33,1.13e-10,0,0
92,50,1.36e-10,0,0
92,82,1.66e-07,0,0
92,116,3.74e-05,0,1
92,147,4.79e-03,0,1
92,194,6.05e-10,0,1
93,49,6.41e-05,0,0
93,139,4.97e-07,0,1
93,169,4.94e-03,0,1
94,95,2.00e-03,0,0
94,170,1.41e-07,0,1
94,197,3.00e-03,0,1
95,12,2.55e-04,0,0
95,51,4.68e-03,0,0
95,93,6.51e-05,0,0
96,166,2.60e-04,0,1
96,175,6.72e-06,0,1
96,179,1.80e-04,0,1
96,186,1.05e-04,0,1
96,187,4.45e-03,0,1
97,14,1.94e-03,0,0
97,23,3.06e-03,0,0
97,58,8.56e-09,0,0
97,162,2.53e-09,0,1
98,1,3.89e-09,0,0
98,33,7.30e-08,0,0
98,43,1.94e-03,0,0
98,45,2.41e-07,0,0
98,147,1.45e-10,0,1
98,157,1.93e-08,0,1
98,194,3.06e-03,0,1
99,15,5.34e-04,0,0
99,26,4.09e-03,0,0
99,73,3.81e-04,0,0
99,113,8.11e-07,0,0
100,49,4.67e-10,0,0
100,60,5.00e-03,0,0
100,169,6.98e-10,0,1
101,122,9.30e-09,0,1
101,161,5.00e-03,0,1
102,35,1.36e-05,0,0
102,42,3.12e-04,0,0
102,56,7.24e-09,0,0
102,150,4.67e-03,0,1
103,41,4.92e-03,0,0
103,64,3.45e-05,0,0
103,65,1.32e-05,0,0
103,98,8.18e-08,0,0
103,176,2.94e-05,0,1
104,15,1.84e-04,0,0
104,26,1.98e-04,0,0
104,73,4.58e-10,0,0
104,113,4.62e-03,0,0
105,22,2.81e-09,0,0
105,28,1.91e-03,0,0
105,62,7.50e-07,0,0
105,121,2.67e-03,0,1
105,154,4.16e-04,0,1
106,12,2.82e-03,0,0
106,93,3.15e-04,0,0
106,193,1.87e-03,0,1
107,15,4.28e-03,0,0
107,26,7.17e-04,0,0
107,73,6.85e-08,0,0
107,113,1.64e-06,0,0
108,47,4.66e-08,0,0
108,70,4.34e-03,0,0
108,89,1.56e-04,0,0
108,190,5.08e-04,0,1
109,42,1.73e-05,0,0
109,56,4.72e-04,0,0
109,120,4.51e-03,0,1
110,55,1.41e-03,0,0
110,135,1.11e-07,0,1
110,155,4.54e-05,0,1
110,171,2.63e-03,0,1
110,182,3.06e-08,0,1
110,184,9.10e-04,0,1
111,64,2.16e-05,0,0
111,115,1.37e-03,0,1
111,132,3.61e-03,0,1
112,4,3.71e-05,0,0
112,117,3.82e-04,0,1
112,128,3.97e-03,0,1
112,139,6.12e-04,0,1
113,53,1.04e-03,0,0
113,131,3.29e-03,0,1
113,132,1.35e-09,0,1
113,152,6.71e-04,0,1
114,47,3.32e-03,0,0
114,74,2.89e-08,0,0
114,77,1.68e-03,0,0
115,73,4.64e-06,1,0
115,106,4.25e-10,1,0
115,185,5.00e-03,1,1
116,47,4.87e-04,1,0
116,89,2.38e-05,1,0
116,182,1.40e-09,1,1
116,190,4.49e-03,1,1
117,34,5.00e-03,1,0
117,68,6.23e-10,1,0
118,41,4.07e-07,1,0
118,64,1.62e-05,1,0
118,76,4.67e-03,1,0
118,115,2.97e-04,1,1
118,132,1.49e-05,1,1
119,5,4.74e-07,1,0
119,196,5.00e-03,1,1
120,97,1.80e-04,1,0
120,110,4.81e-03,1,0
120,163,5.34e-06,1,1
121,53,1.49e-09,1,0
121,64,1.35e-08,1,0
121,65,5.08e-05,1,0
121,81,7.39e-04,1,0
121,98,2.73e-03,1,0
121,176,1.48e-03,1,1
122,105,2.12e-08,1,0
122,123,9.36e-06,1,1
122,170,2.99e-03,1,1
122,197,2.00e-03,1,1
123,14,1.20e-04,1,0
123,23,1.10e-04,1,0
123,58,4.77e-03,1,0
123,162,2.78e-10,1,1
124,58,1.73e-04,1,0
124,76,3.23e-04,1,0
124,115,3.34e-03,1,1
124,132,1.17e-03,1,1
125,111,1.34e-04,1,0
125,151,3.03e-06,1,1
125,164,4.27e-07,1,1
125,177,4.86e-03,1,1
126,3,2.02e-03,1,0
126,122,2.98e-03,1,1
126,195,2.08e-09,1,1
127,131,3.25e-09,1,1
127,168,4.16e-03,1,1
127,192,8.42e-04,1,1
128,7,2.07e-03,1,0
128,32,2.66e-03,1,0
128,101,7.24e-06,1,0
128,138,2.61e-04,1,1
129,86,5.00e-03,1,0
129,137,1.01e-09,1,1
130,168,8.33e-04,1,1
130,188,4.17e-03,1,1
130,192,1.44e-06,1,1
131,123,1.64e-04,1,1
131,140,4.76e-03,1,1
131,153,7.46e-05,1,1
132,23,1.57e-08,1,0
132,105,5.00e-03,1,0
132,152,2.46e-07,1,1
132,197,7.68e-07,1,1
133,1,1.52e-05,1,0
133,18,1.25e-08,1,0
133,29,2.31e-04,1,0
133,33,4.62e-03,1,0
133,50,7.19e-07,1,0
133,82,1.37e-10,1,0
133,116,1.37e-07,1,1
133,145,4.76e-07,1,1
133,147,1.28e-04,1,1
133,194,1.27e-06,1,1
134,19,1.62e-03,1,0
134,155,6.29e-09,1,1
134,158,3.38e-03,1,1
134,184,1.02e-09,1,1
135,45,2.58e-04,1,0
135,71,3.00e-03,1,0
135,157,1.56e-03,1,1
135,191,1.76e-04,1,1
136,24,4.87e-03,1,0
136,35,1.31e-04,1,0
137,42,4.67e-03,1,0
137,56,1.54e-08,1,0
137,150,3.27e-04,1,1
138,67,3.00e-03,1,0
138,123,2.00e-03,1,1
139,0,2.71e-04,1,0
139,99,5.50e-06,1,0
139,141,4.62e-03,1,1
139,191,1.06e-04,1,1
140,12,1.20e-05,1,0
140,49,1.16e-10,1,0
140,52,3.14e-03,1,0
140,174,1.85e-03,1,1
140,193,1.02e-09,1,1
141,72,2.76e-03,1,0
141,96,2.22e-03,1,0
141,133,2.40e-05,1,1
142,80,4.99e-03,1,0
142,84,5.26e-06,1,0
143,7,6.05e-07,1,0
143,138,4.16e-04,1,1
143,148,4.58e-03,1,1
144,28,3.26e-07,1,0
144,44,1.18e-03,1,0
144,90,4.81e-05,1,0
144,118,2.36e-07,1,1
144,154,4.89e-09,1,1
144,178,3.77e-03,1,1
145,38,5.43e-07,1,0
145,125,3.41e-08,1,1
145,129,4.61e-03,1,1
145,134,3.90e-04,1,1
146,17,2.12e-08,1,0
146,54,3.52e-06,1,0
146,85,5.00e-03,1,0
147,9,3.94e-08,1,0
147,24,1.29e-07,1,0
147,35,6.11e-05,1,0
147,56,7.48e-04,1,0
147,71,3.39e-08,1,0
147,114,3.71e-03,1,0
147,143,4.81e-04,1,1
148,163,4.96e-03,1,1
148,199,4.01e-05,1,1
149,0,1.06e-06,1,0
149,96,7.08e-10,1,0
149,99,5.00e-03,1,0
149,141,2.39e-06,1,1
150,104,2.14e-05,1,0
150,109,4.98e-03,1,0
150,185,4.14e-07,1,1
151,9,9.84e-04,1,0
151,25,1.44e-07,1,0
151,27,1.34e-08,1,0
151,31,4.02e-03,1,0
151,97,1.14e-07,1,0
152,3,2.98e-03,1,0
152,57,1.18e-03,1,0
152,188,8.34e-04,1,1
153,156,3.93e-10,1,1
153,181,5.00e-03,1,1
154,5,1.05e-08,1,0
154,10,5.00e-03,1,0
154,183,2.53e-10,1,1
154,196,1.39e-08,1,1
155,0,4.72e-06,1,0
155,11,7.37e-07,1,0
155,43,2.09e-05,1,0
155,141,2.84e-04,1,1
155,191,4.69e-03,1,1
156,66,4.50e-03,1,0
156,160,4.99e-04,1,1
157,9,1.01e-03,1,0
157,25,3.00e-03,1,0
157,27,6.86e-07,1,0
157,31,9.85e-04,1,0
157,95,6.99e-10,1,0
157,97,2.25e-08,1,0
158,65,4.59e-03,1,0
158,98,7.63e-09,1,0
158,176,4.11e-04,1,1
159,24,2.06e-09,1,0
159,35,1.38e-03,1,0
159,42,5.99e-08,1,0
159,56,3.62e-03,1,0
160,28,2.67e-03,1,0
160,121,2.33e-03,1,1
161,38,2.47e-03,1,0
161,125,2.53e-03,1,1
161,129,1.09e-07,1,1
161,144,1.26e-09,1,1
162,65,2.41e-04,1,0
162,98,4.20e-05,1,0
162,131,4.01e-07,1,1
162,168,7.84e-06,1,1
162,176,5.52e-04,1,1
162,192,4.16e-03,1,1
163,22,1.28e-03,1,0
163,154,3.72e-03,1,1
164,2,1.12e-09,1,0
164,104,1.41e-09,1,0
164,107,3.42e-03,1,0
164,171,2.96e-09,1,1
164,189,1.58e-03,1,1
165,55,3.49e-03,1,0
165,135,9.68e-07,1,1
165,155,2.00e-05,1,1
165,171,1.21e-03,1,1
165,182,6.58e-05,1,1
165,184,2.08e-04,1,1
166,74,8.44e-08,1,0
166,166,3.13e-04,1,1
166,175,4.69e-03,1,1
167,61,5.89e-04,1,0
167,83,4.41e-03,1,0
168,38,3.69e-05,1,0
168,125,3.50e-04,1,1
168,130,1.39e-09,1,1
168,144,4.61e-03,1,1
169,126,2.33e-03,1,1
169,152,1.15e-03,1,1
169,165,1.51e-03,1,1
170,89,8.87e-05,1,0
170,182,4.91e-03,1,1
171,2,3.87e-03,1,0
171,107,4.02e-10,1,0
171,171,1.13e-03,1,1
171,189,2.03e-08,1,1
172,8,9.27e-05,1,0
172,40,4.91e-03,1,0
173,146,5.00e-03,1,1
174,119,5.00e-03,1,1
175,45,1.22e-03,1,0
175,66,4.32e-04,1,0
175,71,4.46e-08,1,0
175,143,1.19e-03,1,1
175,157,2.16e-03,1,1
176,51,5.09e-06,1,0
176,100,4.78e-03,1,0
176,149,2.19e-04,1,1
177,50,1.06e-03,1,0
177,145,3.94e-03,1,1
177,186,2.25e-08,1,1
178,93,4.62e-03,1,0
178,113,3.80e-04,1,0
179,18,1.57e-03,1,0
179,186,3.43e-03,1,1
180,56,1.85e-10,1,0
180,80,7.40e-06,1,0
180,120,4.90e-04,1,1
180,160,4.50e-03,1,1
181,66,2.86e-05,1,0
181,136,4.97e-03,1,1
182,1,6.39e-08,1,0
182,45,3.08e-03,1,0
182,147,2.51e-10,1,1
182,157,9.69e-05,1,1
182,194,1.82e-03,1,1
183,29,1.71e-08,1,0
183,50,3.76e-03,1,0
183,75,9.73e-04,1,0
183,82,5.59e-10,1,0
183,91,2.57e-04,1,0
183,116,4.04e-10,1,1
183,145,8.46e-06,1,1
184,41,7.63e-05,1,0
184,64,4.92e-03,1,0
185,14,3.21e-09,1,0
185,23,1.82e-03,1,0
185,152,3.18e-03,1,1
186,0,1.29e-08,1,0
186,11,3.24e-03,1,0
186,18,9.56e-04,1,0
186,43,7.79e-08,1,0
186,112,8.00e-04,1,0
186,186,6.66e-09,1,1
187,72,4.28e-07,1,0
187,96,5.37e-10,1,0
187,112,4.13e-05,1,0
187,126,3.90e-07,1,1
187,133,9.73e-04,1,1
187,165,1.15e-03,1,1
187,172,2.83e-03,1,1
188,5,2.31e-08,1,0
188,67,6.08e-06,1,0
188,94,9.02e-10,1,0
188,183,4.99e-03,1,1
189,72,1.34e-03,1,0
189,96,4.12e-06,1,0
189,133,1.48e-03,1,1
189,172,2.17e-03,1,1
189,197,1.84e-07,1,1
190,53,3.29e-03,1,0
190,81,2.75e-08,1,0
190,131,1.71e-03,1,1
191,25,2.00e-03,1,0
191,72,5.08e-08,1,0
191,95,3.00e-03,1,0
191,96,4.80e-07,1,0
192,5,5.00e-03,1,0
192,183,4.35e-06,1,1
193,39,5.00e-03,1,0
193,112,8.11e-07,1,0
194,9,3.00e-03,1,0
194,71,1.99e-03,1,0
194,114,7.36e-07,1,0
195,123,2.83e-03,1,1
195,140,1.65e-04,1,1
195,170,2.01e-03,1,1
196,54,4.99e-03,1,0
196,76,6.24e-06,1,0
196,85,1.17e-09,1,0
197,49,4.94e-03,1,0
197,169,6.43e-05,1,1
198,1,4.83e-03,1,0
198,136,2.98e-05,1,1
198,147,2.62e-05,1,1
198,159,2.13e-10,1,1
198,194,1.19e-04,1,1
199,6,1.87e-03,1,0
199,17,3.13e-03,1,0
