i,j,val,ci,cj
53,65,1.55e-10,0,0
53,168,2.58e-03,0,1
53,176,4.91e-09,0,1
53,188,1.01e-10,0,1
53,192,2.42e-03,0,1
54,2,1.77e-05,0,0
54,30,3.50e-09,0,0
54,171,4.98e-03,0,1
55,38,2.71e-03,0,0
55,125,2.16e-03,0,1
55,167,1.35e-04,0,1
56,3,3.21e-03,0,0
56,122,1.79e-03,0,1
57,89,6.28e-05,0,0
57,182,4.94e-03,0,1
57,190,4.78e-09,0,1
58,156,5.18e-08,0,1
58,181,5.00e-03,0,1
58,198,1.64e-07,0,1
59,8,3.73e-03,0,0
59,40,2.90e-07,0,0
59,60,1.27e-03,0,0
60,46,4.99e-06,0,0
60,124,1.30e-03,0,1
60,142,3.69e-03,0,1
61,61,4.91e-03,0,0
61,179,1.20e-06,0,1
61,187,8.54e-05,0,1
62,22,4.05e-03,0,0
62,154,9.50e-04,0,1
63,92,1.53e-03,0,0
63,164,2.85e-03,0,1
63,173,6.20e-04,0,1
63,177,1.02e-07,0,1
64,65,4.67e-03,0,0
64,176,3.29e-04,0,1
65,19,2.40e-03,0,0
65,55,2.02e-08,0,0
65,155,1.50e-04,0,1
65,158,2.60e-04,0,1
65,184,2.19e-03,0,1
66,166,4.82e-03,0,1
66,175,1.85e-04,0,1
67,38,1.79e-08,0,0
67,125,2.39e-03,0,1
67,129,2.31e-10,0,1
67,144,2.61e-03,0,1
68,87,1.23e-03,0,0
68,156,3.77e-03,0,1
68,181,1.45e-09,0,1
69,104,4.45e-05,0,0
69,107,4.91e-03,0,0
69,189,4.42e-05,0,1
70,62,5.00e-03,0,0
71,55,1.34e-03,0,0
71,57,9.72e-08,0,0
71,135,1.79e-03,0,1
71,155,1.87e-03,0,1
71,180,1.51e-08,0,1
72,4,1.20e-03,0,0
72,117,2.41e-04,0,1
72,128,3.56e-03,0,1
73,100,3.64e-03,0,0
73,113,1.36e-03,0,0
74,74,3.65e-03,0,0
74,77,1.35e-03,0,0
74,83,4.78e-09,0,0
75,102,4.95e-03,0,0
75,130,5.39e-05,0,1
76,21,5.79e-06,0,0
76,50,2.05e-09,0,0
76,75,3.61e-03,0,0
76,91,1.34e-03,0,0
76,127,1.29e-05,0,1
76,145,1.45e-10,0,1
76,198,2.85e-05,0,1
77,77,3.48e-03,0,0
77,90,2.95e-09,0,0
77,118,1.52e-03,0,1
77,121,5.25e-08,0,1
78,68,6.15e-04,0,0
78,79,4.38e-03,0,0
78,164,3.77e-07,0,1
79,87,3.77e-03,0,0
79,156,1.23e-03,0,1
79,181,8.11e-09,0,1
80,60,3.74e-03,0,0
80,117,1.26e-03,0,1
80,139,6.12e-06,0,1
81,65,3.26e-04,0,0
81,98,1.04e-09,0,0
81,168,2.43e-03,0,1
81,176,1.33e-03,0,1
81,192,9.17e-04,0,1
82,166,1.85e-04,0,1
82,175,4.82e-03,0,1
82,187,3.80e-10,0,1
83,61,8.42e-05,0,0
83,83,4.92e-03,0,0
84,19,2.52e-03,0,0
84,55,9.19e-08,0,0
84,155,5.59e-04,0,1
84,158,1.68e-03,0,1
84,184,2.46e-04,0,1
85,21,4.43e-04,0,0
85,92,2.63e-10,0,0
85,173,7.23e-10,0,1
85,198,4.56e-03,0,1
86,16,6.08e-05,0,0
86,61,2.89e-06,0,0
86,103,2.39e-03,0,0
86,127,2.54e-08,0,1
86,178,2.55e-03,0,1
87,55,1.85e-03,0,0
87,155,5.81e-04,0,1
87,184,2.57e-03,0,1
88,16,1.22e-09,0,0
88,63,2.66e-03,0,0
88,111,2.34e-03,0,0
88,151,9.12e-09,0,1
89,70,4.85e-03,0,0
89,134,1.49e-04,0,1
90,83,8.49e-05,0,0
90,90,3.15e-03,0,0
90,118,1.31e-09,0,1
90,178,1.76e-03,0,1
91,89,2.88e-04,0,0
91,134,4.71e-03,0,1
92,21,1.87e-07,0,0
92,50,1.36e-10,0,0
92,75,9.84e-04,0,0
92,91,3.60e-03,0,0
92,127,9.12e-09,0,1
92,198,4.15e-04,0,1
93,52,4.53e-06,0,0
93,193,5.00e-03,0,1
94,102,5.05e-05,0,0
94,130,4.95e-03,0,1
95,15,3.38e-03,0,0
95,26,1.62e-03,0,0
95,113,2.57e-08,0,0
96,179,8.50e-05,0,1
96,187,4.91e-03,0,1
97,55,9.98e-09,0,0
97,57,1.78e-03,0,0
97,108,1.71e-05,0,0
97,135,3.21e-03,0,1
97,182,5.71e-07,0,1
98,19,7.92e-05,0,0
98,55,6.14e-07,0,0
98,146,5.50e-06,0,1
98,155,1.84e-03,0,1
98,158,3.06e-03,0,1
98,180,6.92e-06,0,1
98,184,7.01e-07,0,1
99,104,1.81e-03,0,0
99,107,4.47e-05,0,0
99,109,3.15e-03,0,0
99,185,1.14e-09,0,1
99,189,5.91e-08,0,1
100,12,4.66e-06,0,0
100,52,1.74e-10,0,0
100,174,5.00e-03,0,1
101,7,2.38e-03,0,0
101,13,4.14e-08,0,0
101,32,6.32e-08,0,0
101,59,4.47e-04,0,0
101,138,5.76e-05,0,1
101,148,2.12e-03,0,1
102,15,2.42e-04,0,0
102,26,1.31e-03,0,0
102,73,3.41e-03,0,0
102,144,3.10e-07,0,1
102,185,3.36e-05,0,1
103,21,7.61e-05,0,0
103,127,4.92e-03,0,1
104,104,1.76e-08,0,0
104,106,3.67e-03,0,0
104,109,2.84e-05,0,0
104,185,1.30e-03,0,1
105,47,5.71e-04,0,0
105,62,3.44e-08,0,0
105,70,1.50e-04,0,0
105,190,4.28e-03,0,1
106,15,1.36e-03,0,0
106,26,3.98e-07,0,0
106,113,3.64e-03,0,0
107,104,3.15e-03,0,0
107,107,2.04e-05,0,0
107,109,1.83e-03,0,0
107,185,1.05e-09,0,1
107,189,1.90e-09,0,1
108,89,4.21e-03,0,0
108,182,6.33e-05,0,1
108,190,7.22e-04,0,1
109,106,1.33e-03,0,0
109,185,3.67e-03,0,1
110,55,4.03e-07,0,0
110,57,7.25e-07,0,0
110,135,2.98e-06,0,1
110,155,1.47e-06,0,1
110,180,4.99e-03,0,1
111,21,4.44e-03,0,0
111,92,9.76e-06,0,0
111,173,5.49e-04,0,1
112,49,3.43e-03,0,0
112,169,1.57e-03,0,1
113,12,5.00e-03,0,0
113,51,3.51e-07,0,0
113,193,4.42e-06,0,1
114,74,1.35e-03,0,0
114,77,1.76e-04,0,0
114,195,3.48e-03,0,1
115,0,1.81e-04,1,0
115,72,1.96e-04,1,0
115,96,4.53e-03,1,0
115,99,6.71e-05,1,0
115,133,2.61e-05,1,1
115,141,1.53e-09,1,1
116,1,1.83e-03,1,0
116,45,4.20e-05,1,0
116,136,3.01e-03,1,1
116,147,1.47e-05,1,1
116,157,2.41e-05,1,1
116,159,5.77e-09,1,1
116,194,8.65e-05,1,1
117,45,1.65e-03,1,0
117,66,9.02e-04,1,0
117,136,1.87e-06,1,1
117,143,1.31e-03,1,1
117,157,1.13e-03,1,1
118,5,1.69e-09,1,0
118,85,4.40e-03,1,0
118,94,6.03e-04,1,0
119,163,5.00e-03,1,1
119,199,6.33e-07,1,1
120,35,9.62e-04,1,0
120,150,4.04e-03,1,1
121,14,1.86e-03,1,0
121,23,4.98e-06,1,0
121,58,3.12e-03,1,0
121,115,5.95e-08,1,1
121,132,1.07e-08,1,1
121,162,2.24e-05,1,1
122,25,1.22e-03,1,0
122,27,1.61e-03,1,0
122,95,2.17e-03,1,0
123,6,3.20e-03,1,0
123,17,1.22e-05,1,0
123,67,1.79e-03,1,0
123,105,5.75e-09,1,0
123,162,2.24e-09,1,1
124,6,1.26e-08,1,0
124,17,4.71e-04,1,0
124,85,3.87e-05,1,0
124,94,4.33e-03,1,0
124,183,1.65e-04,1,1
125,0,4.75e-03,1,0
125,11,2.54e-04,1,0
125,96,2.30e-09,1,0
125,99,1.76e-09,1,0
125,141,3.14e-08,1,1
126,39,2.68e-10,1,0
126,122,3.21e-03,1,1
126,161,1.79e-03,1,1
127,53,5.57e-04,1,0
127,64,2.10e-05,1,0
127,81,4.32e-03,1,0
127,115,1.91e-07,1,1
127,132,1.01e-04,1,1
128,6,1.17e-10,1,0
128,14,5.19e-04,1,0
128,23,3.30e-08,1,0
128,58,1.88e-03,1,0
128,76,3.96e-06,1,0
128,115,9.99e-10,1,1
128,162,2.59e-03,1,1
129,11,4.57e-03,1,0
129,18,4.31e-04,1,0
129,33,9.61e-08,1,0
129,43,1.60e-06,1,0
129,145,9.60e-10,1,1
129,186,7.43e-07,1,1
130,53,4.44e-03,1,0
130,64,5.43e-10,1,0
130,81,5.57e-04,1,0
131,27,1.11e-03,1,0
131,97,3.89e-03,1,0
131,110,9.27e-09,1,0
131,199,1.88e-07,1,1
132,95,2.83e-03,1,0
132,170,2.10e-03,1,1
132,197,7.27e-05,1,1
133,72,1.90e-07,1,0
133,133,1.82e-04,1,1
133,165,4.75e-03,1,1
133,172,6.71e-05,1,1
134,123,4.76e-03,1,1
134,140,1.21e-04,1,1
134,170,1.15e-04,1,1
135,1,2.74e-05,1,0
135,82,2.86e-10,1,0
135,116,1.03e-07,1,1
135,147,1.06e-04,1,1
135,194,4.87e-03,1,1
136,56,4.98e-03,1,0
136,66,1.54e-07,1,0
136,143,1.78e-05,1,1
136,160,6.79e-09,1,1
137,80,5.00e-03,1,0
137,160,4.59e-10,1,1
138,27,2.23e-03,1,0
138,170,2.77e-03,1,1
138,199,5.34e-09,1,1
139,11,1.77e-04,1,0
139,43,4.82e-03,1,0
140,6,1.80e-03,1,0
140,17,6.66e-05,1,0
140,67,3.13e-03,1,0
140,123,1.06e-08,1,1
141,0,7.36e-05,1,0
141,72,2.73e-09,1,0
141,96,6.18e-07,1,0
141,99,4.90e-03,1,0
141,141,3.04e-05,1,1
142,86,5.00e-03,1,0
143,9,4.36e-03,1,0
143,24,1.12e-04,1,0
143,31,5.49e-05,1,0
143,71,1.27e-08,1,0
143,114,4.77e-04,1,0
144,48,5.00e-04,1,0
144,97,1.10e-03,1,0
144,110,3.40e-03,1,0
145,18,3.93e-03,1,0
145,29,2.95e-08,1,0
145,33,6.24e-04,1,0
145,43,6.57e-07,1,0
145,50,5.02e-05,1,0
145,145,3.49e-04,1,1
145,186,4.58e-05,1,1
146,5,6.55e-05,1,0
146,196,4.93e-03,1,1
147,45,3.02e-03,1,0
147,66,7.89e-05,1,0
147,136,1.74e-04,1,1
147,143,5.61e-06,1,1
147,157,1.72e-03,1,1
148,24,4.63e-10,1,0
148,48,1.91e-03,1,0
148,119,3.09e-03,1,1
149,11,2.12e-06,1,0
149,141,8.97e-07,1,1
149,191,5.00e-03,1,1
150,48,1.50e-03,1,0
150,110,1.60e-03,1,0
150,119,1.90e-03,1,1
151,9,9.50e-06,1,0
151,71,1.07e-04,1,0
151,114,3.83e-03,1,0
151,143,1.05e-03,1,1
152,131,5.00e-03,1,1
153,6,2.07e-10,1,0
153,10,1.68e-04,1,0
153,17,1.32e-07,1,0
153,94,4.73e-08,1,0
153,183,4.83e-03,1,1
154,27,3.49e-06,1,0
154,199,5.00e-03,1,1
155,18,2.29e-04,1,0
155,29,1.68e-04,1,0
155,33,4.38e-03,1,0
155,43,1.75e-04,1,0
155,50,2.07e-05,1,0
155,145,3.17e-05,1,1
155,186,1.19e-07,1,1
156,84,7.81e-10,1,0
156,136,2.89e-06,1,1
156,137,4.78e-08,1,1
156,159,5.00e-03,1,1
157,9,3.21e-04,1,0
157,71,3.98e-03,1,0
157,114,6.87e-04,1,0
157,143,1.12e-05,1,1
158,41,3.43e-07,1,0
158,64,1.01e-04,1,0
158,76,1.06e-10,1,0
158,115,4.60e-03,1,1
158,132,2.97e-04,1,1
159,66,4.02e-03,1,0
159,84,1.28e-09,1,0
159,136,4.86e-07,1,1
159,143,1.11e-09,1,1
159,160,9.83e-04,1,1
160,35,1.57e-05,1,0
160,42,4.87e-03,1,0
160,56,1.51e-05,1,0
160,150,9.56e-05,1,1
161,24,3.91e-03,1,0
161,35,3.07e-07,1,0
161,48,1.09e-03,1,0
161,119,6.52e-06,1,1
162,115,3.98e-04,1,1
162,132,4.60e-03,1,1
163,10,4.83e-03,1,0
163,37,1.00e-04,1,0
163,153,8.56e-06,1,1
163,196,6.24e-05,1,1
164,41,2.30e-08,1,0
164,53,1.51e-07,1,0
164,64,4.88e-03,1,0
164,81,1.22e-04,1,0
165,39,1.53e-03,1,0
165,126,2.62e-04,1,1
165,161,3.21e-03,1,1
165,165,1.05e-09,1,1
166,24,9.77e-04,1,0
166,35,4.02e-03,1,0
166,114,3.06e-06,1,0
166,143,6.20e-07,1,1
167,14,2.61e-03,1,0
167,23,6.41e-07,1,0
167,162,2.39e-03,1,1
168,9,3.11e-04,1,0
168,25,3.77e-03,1,0
168,71,9.10e-04,1,0
168,95,1.31e-09,1,0
168,99,3.44e-07,1,0
168,141,5.96e-06,1,1
168,191,8.42e-08,1,1
169,72,1.01e-06,1,0
169,133,6.56e-05,1,1
169,165,7.33e-09,1,1
169,172,4.93e-03,1,1
170,67,7.23e-05,1,0
170,105,4.93e-03,1,0
170,123,1.59e-07,1,1
171,29,4.71e-03,1,0
171,33,6.35e-09,1,0
171,50,2.71e-04,1,0
171,82,6.42e-07,1,0
171,116,1.53e-06,1,1
171,145,1.83e-05,1,1
172,126,4.74e-03,1,1
172,152,1.14e-05,1,1
172,165,2.50e-04,1,1
173,41,5.00e-03,1,0
173,64,5.73e-07,1,0
174,42,1.24e-04,1,0
174,120,4.01e-03,1,1
174,150,8.64e-04,1,1
175,1,3.11e-03,1,0
175,45,3.25e-07,1,0
175,136,1.81e-03,1,1
175,147,3.46e-05,1,1
175,157,1.36e-07,1,1
175,159,1.90e-08,1,1
175,194,4.48e-05,1,1
176,56,1.52e-07,1,0
176,120,9.85e-04,1,1
176,160,4.01e-03,1,1
177,54,5.37e-06,1,0
177,76,4.99e-03,1,0
178,80,3.03e-10,1,0
178,84,5.00e-03,1,0
178,137,3.87e-10,1,1
178,160,3.54e-08,1,1
179,145,1.49e-09,1,1
179,179,4.64e-03,1,1
179,186,3.57e-04,1,1
180,84,3.61e-08,1,0
180,137,5.00e-03,1,1
181,1,3.59e-05,1,0
181,82,3.39e-05,1,0
181,116,8.59e-05,1,1
181,147,4.84e-03,1,1
181,159,7.80e-07,1,1
182,29,1.24e-04,1,0
182,82,1.29e-03,1,0
182,116,3.58e-03,1,1
183,6,4.01e-07,1,0
183,17,4.45e-03,1,0
183,54,1.77e-04,1,0
183,85,3.76e-04,1,0
184,17,7.62e-08,1,0
184,54,4.81e-03,1,0
184,85,1.86e-04,1,0
185,105,6.94e-05,1,0
185,170,6.09e-06,1,1
185,197,4.92e-03,1,1
186,18,4.10e-04,1,0
186,33,3.82e-10,1,0
186,50,7.08e-09,1,0
186,145,2.58e-06,1,1
186,179,2.84e-10,1,1
186,186,4.59e-03,1,1
187,72,3.35e-04,1,0
187,96,2.90e-07,1,0
187,133,4.66e-03,1,1
187,172,1.28e-09,1,1
188,37,1.02e-10,1,0
188,123,1.82e-07,1,1
188,140,4.85e-03,1,1
188,153,1.46e-04,1,1
188,170,5.02e-06,1,1
189,0,7.00e-09,1,0
189,72,4.47e-03,1,0
189,96,4.69e-04,1,0
189,99,8.18e-07,1,0
189,133,6.20e-05,1,1
190,14,1.42e-05,1,0
190,23,4.94e-03,1,0
190,152,4.64e-05,1,1
191,0,2.29e-08,1,0
191,71,8.91e-10,1,0
191,99,3.64e-05,1,0
191,141,4.96e-03,1,1
191,191,1.07e-06,1,1
192,37,4.90e-03,1,0
192,140,3.86e-08,1,1
192,153,1.03e-04,1,1
193,112,5.00e-03,1,0
193,165,1.43e-10,1,1
194,45,2.82e-04,1,0
194,143,2.59e-03,1,1
194,157,2.12e-03,1,1
195,27,5.14e-05,1,0
195,31,4.94e-03,1,0
195,48,1.65e-10,1,0
195,97,6.18e-06,1,0
196,5,4.93e-03,1,0
196,94,6.86e-05,1,0
197,14,1.93e-08,1,0
197,23,5.63e-05,1,0
197,105,3.56e-09,1,0
197,152,4.94e-03,1,1
198,29,1.53e-08,1,0
198,82,3.67e-03,1,0
198,116,1.33e-03,1,1
199,10,1.91e-07,1,0
199,123,2.32e-04,1,1
199,140,2.81e-05,1,1
199,153,4.74e-03,1,1
