i,j,val,ci,cj
48,76,2.00e-09,0,0
48,92,1.32e-10,0,0
48,145,5.03e-05,0,1
48,186,7.09e-09,0,1
49,12,1.57e-03,0,0
49,52,6.83e-08,0,0
49,112,3.43e-03,0,0
50,29,5.11e-08,0,0
50,65,1.50e-04,0,0
50,84,5.58e-04,0,0
50,98,1.84e-03,0,0
50,172,1.87e-03,0,1
50,185,5.81e-04,0,1
50,197,1.45e-06,0,1
51,26,5.00e-03,0,0
51,113,3.91e-07,0,0
51,130,3.02e-07,0,1
52,40,1.71e-03,0,0
52,101,2.13e-03,0,0
52,116,2.30e-05,0,1
52,117,1.14e-03,0,1
52,175,1.29e-07,0,1
53,15,4.44e-03,0,0
53,127,5.57e-04,0,1
53,164,1.51e-07,0,1
54,65,2.60e-04,0,0
54,84,1.68e-03,0,0
54,98,3.06e-03,0,0
55,45,5.00e-03,0,0
55,116,5.37e-09,0,1
55,175,1.76e-08,0,1
55,181,6.69e-07,0,1
56,31,6.88e-09,0,0
56,46,9.80e-04,0,0
56,176,4.02e-03,0,1
56,178,1.50e-08,0,1
57,3,9.94e-04,0,0
57,9,2.23e-03,0,0
57,97,1.77e-03,0,0
57,172,9.67e-08,0,1
57,197,7.12e-07,0,1
58,34,2.07e-03,0,0
58,78,3.75e-07,0,0
58,141,6.84e-05,0,1
58,159,7.31e-06,0,1
58,168,2.85e-03,0,1
59,31,4.98e-03,0,0
59,160,1.51e-05,0,1
59,176,1.51e-07,0,1
60,8,3.62e-09,0,0
60,121,2.24e-05,0,1
60,128,2.59e-03,0,1
60,167,2.39e-03,0,1
61,119,5.00e-03,0,1
62,121,3.12e-03,0,1
62,128,1.88e-03,0,1
63,10,1.40e-04,0,0
63,34,4.63e-10,0,0
63,123,2.20e-03,0,1
63,147,3.40e-06,0,1
63,187,2.66e-03,0,1
64,31,1.57e-07,0,0
64,40,7.85e-05,0,0
64,46,4.02e-03,0,0
64,117,8.99e-04,0,1
65,25,1.07e-07,0,0
65,41,4.40e-06,0,0
65,53,1.55e-10,0,0
65,81,3.26e-04,0,0
65,122,6.98e-08,0,1
65,169,4.67e-03,0,1
66,66,4.82e-03,0,0
66,173,1.85e-04,0,1
67,29,1.28e-07,0,0
67,50,4.86e-03,0,0
67,55,1.35e-04,0,0
68,20,1.25e-08,0,0
68,34,9.91e-08,0,0
68,78,6.15e-04,0,0
68,141,4.38e-03,0,1
69,2,1.58e-04,0,0
69,30,4.84e-03,0,0
70,16,6.64e-05,0,0
70,64,4.93e-03,0,0
70,88,1.30e-09,0,0
71,85,5.00e-03,0,0
71,128,3.09e-06,0,1
72,12,3.43e-03,0,0
72,52,1.02e-06,0,0
72,112,1.57e-03,0,0
73,137,5.00e-03,0,1
73,178,8.97e-10,0,1
74,70,5.82e-07,0,0
74,135,3.31e-10,0,1
74,181,3.74e-05,0,1
74,182,1.29e-03,0,1
74,198,3.67e-03,0,1
75,19,2.61e-07,0,0
75,37,1.74e-05,0,0
75,50,4.08e-10,0,0
75,54,4.98e-03,0,0
75,94,3.40e-10,0,0
76,111,5.57e-04,0,0
76,133,2.31e-03,0,1
76,156,1.51e-03,0,1
76,168,6.17e-04,0,1
76,177,7.49e-10,0,1
77,74,1.35e-03,0,0
77,77,3.48e-03,0,0
77,114,1.76e-04,0,0
78,13,3.87e-05,0,0
78,118,4.40e-03,0,1
78,183,3.76e-04,0,1
78,184,1.85e-04,0,1
79,34,7.06e-05,0,0
79,78,4.38e-03,0,0
79,141,5.46e-04,0,1
80,142,5.00e-03,0,1
81,15,5.57e-04,0,0
81,127,4.32e-03,0,1
81,164,1.22e-04,0,1
82,66,1.85e-04,0,0
82,173,4.82e-03,0,1
83,68,1.23e-03,0,0
83,79,3.77e-03,0,0
84,21,5.57e-05,0,0
84,76,1.35e-03,0,0
84,92,3.60e-03,0,0
85,10,1.22e-06,0,0
85,34,2.47e-04,0,0
85,159,4.75e-03,0,1
85,168,1.03e-07,0,1
86,5,2.87e-10,0,0
86,22,9.09e-05,0,0
86,28,6.58e-10,0,0
86,48,4.54e-04,0,0
86,86,2.55e-03,0,0
86,90,1.76e-03,0,0
86,155,1.41e-04,0,1
87,98,7.00e-06,0,0
87,172,1.53e-08,0,1
87,197,4.99e-03,0,1
88,13,1.65e-04,0,0
88,153,4.83e-03,0,1
89,104,6.17e-06,0,0
89,131,3.89e-03,0,1
89,144,1.10e-03,0,1
90,5,1.85e-03,0,0
90,6,2.70e-08,0,0
90,28,1.43e-06,0,0
90,77,2.94e-09,0,0
90,90,3.15e-03,0,0
91,29,4.72e-08,0,0
91,97,5.74e-07,0,0
91,163,4.94e-03,0,1
91,196,6.33e-05,0,1
92,111,9.91e-06,0,0
92,133,2.22e-08,0,1
92,156,3.46e-03,0,1
92,168,1.53e-03,0,1
92,177,2.72e-10,0,1
93,36,4.90e-03,0,0
93,63,4.94e-07,0,0
93,93,7.92e-07,0,0
93,115,6.54e-05,0,1
93,125,1.74e-09,0,1
93,191,3.78e-05,0,1
94,29,8.86e-07,0,0
94,65,2.19e-03,0,0
94,84,2.46e-04,0,0
94,98,7.01e-07,0,0
94,185,2.57e-03,0,1
95,102,3.72e-05,0,0
95,107,9.39e-10,0,0
95,109,3.67e-03,0,0
95,193,1.02e-09,0,1
95,195,1.30e-03,0,1
96,8,5.85e-09,0,0
96,69,4.93e-03,0,0
96,87,6.78e-05,0,0
96,110,2.20e-09,0,0
97,9,2.70e-10,0,0
97,24,5.00e-03,0,0
97,53,2.22e-09,0,0
97,197,2.43e-09,0,1
98,63,1.16e-07,0,0
98,149,5.00e-03,0,1
98,191,1.07e-06,0,1
99,131,9.28e-09,0,1
99,144,3.40e-03,0,1
99,150,1.60e-03,0,1
100,35,1.36e-03,0,0
100,73,3.64e-03,0,0
101,18,3.79e-03,0,0
101,27,2.40e-05,0,0
101,35,1.18e-03,0,0
102,2,9.46e-06,0,0
102,50,4.75e-10,0,0
102,75,4.94e-03,0,0
102,94,5.01e-05,0,0
103,86,2.38e-03,0,0
103,133,2.62e-03,0,1
104,2,2.07e-07,0,0
104,30,4.73e-09,0,0
104,107,3.15e-03,0,0
104,170,4.33e-05,0,1
104,193,1.81e-03,0,1
104,195,1.96e-08,0,1
105,99,5.00e-03,0,0
106,87,4.93e-03,0,0
106,132,7.09e-05,0,1
107,2,2.00e-05,0,0
107,30,6.67e-06,0,0
107,107,2.09e-05,0,0
107,170,4.91e-03,0,1
107,193,4.59e-05,0,1
108,3,4.00e-03,0,0
108,9,9.78e-04,0,0
108,97,1.70e-05,0,0
109,58,1.86e-08,0,0
109,76,2.92e-05,0,0
109,92,4.23e-04,0,0
109,177,4.55e-03,0,1
110,25,1.45e-03,0,0
110,53,2.42e-03,0,0
110,81,9.17e-04,0,0
110,122,2.08e-04,0,1
111,10,2.42e-03,0,0
111,34,1.43e-10,0,0
111,159,2.40e-04,0,1
111,187,2.34e-03,0,1
112,113,4.41e-06,0,0
112,130,3.15e-08,0,1
112,189,5.00e-03,0,1
113,73,1.36e-03,0,0
113,95,2.57e-08,0,0
113,106,3.64e-03,0,0
114,114,3.48e-03,0,0
114,146,1.52e-03,0,1
115,51,3.98e-04,1,0
115,121,1.08e-07,1,1
115,127,1.91e-07,1,1
115,128,1.82e-09,1,1
115,158,4.60e-03,1,1
116,70,1.39e-06,1,0
116,135,1.19e-07,1,1
116,181,9.46e-05,1,1
116,182,3.57e-03,1,1
116,198,1.33e-03,1,1
117,49,3.49e-03,1,0
117,52,8.77e-06,1,0
117,72,2.41e-04,1,0
117,80,1.26e-03,1,0
118,39,6.54e-05,1,0
118,108,4.93e-03,1,0
118,118,1.68e-09,1,1
119,19,4.81e-03,1,0
119,37,1.68e-04,1,0
119,54,1.77e-05,1,0
120,49,6.72e-05,1,0
120,72,1.20e-03,1,0
120,139,3.74e-03,1,1
121,5,3.11e-03,1,0
121,6,1.00e-04,1,0
121,28,2.72e-04,1,0
121,77,1.52e-03,1,0
121,90,1.32e-09,1,0
122,63,3.12e-04,1,0
122,143,4.36e-03,1,1
122,151,9.45e-06,1,1
122,157,3.21e-04,1,1
123,18,8.28e-04,1,0
123,27,1.76e-04,1,0
123,35,4.57e-09,1,0
123,43,1.62e-03,1,0
123,194,2.38e-03,1,1
124,7,3.05e-03,1,0
124,32,4.23e-04,1,0
124,136,1.52e-03,1,1
124,194,4.13e-08,1,1
125,33,1.78e-04,1,0
125,125,2.53e-04,1,1
125,129,4.57e-03,1,1
125,149,2.22e-06,1,1
126,71,4.74e-03,1,0
126,165,2.58e-04,1,1
127,110,1.89e-08,1,0
127,121,1.86e-03,1,1
127,128,5.19e-04,1,1
127,167,2.61e-03,1,1
127,190,1.39e-05,1,1
128,23,1.39e-05,1,0
128,95,3.38e-03,1,0
128,102,2.42e-04,1,0
128,106,1.36e-03,1,0
129,22,7.85e-05,1,0
129,48,2.90e-06,1,0
129,86,6.10e-05,1,0
129,155,4.86e-03,1,1
129,187,1.22e-09,1,1
130,110,5.61e-05,1,0
130,121,5.07e-06,1,1
130,128,3.37e-08,1,1
130,167,6.54e-07,1,1
130,190,4.94e-03,1,1
131,143,1.12e-04,1,1
131,148,4.64e-10,1,1
131,161,3.91e-03,1,1
131,166,9.76e-04,1,1
132,0,1.23e-03,1,0
132,63,3.77e-03,1,0
133,16,1.79e-04,1,0
133,64,6.49e-05,1,0
133,88,4.67e-03,1,0
133,93,6.27e-05,1,0
133,115,2.65e-05,1,1
134,0,1.60e-03,1,0
134,104,5.13e-05,1,0
134,131,1.11e-03,1,1
134,138,2.23e-03,1,1
134,154,3.46e-06,1,1
135,65,2.40e-03,1,0
135,84,2.52e-03,1,0
135,98,7.92e-05,1,0
136,40,1.82e-04,1,0
136,45,3.10e-06,1,0
136,46,5.11e-07,1,0
136,116,3.00e-03,1,1
136,117,1.96e-06,1,1
136,175,1.81e-03,1,1
137,76,6.05e-06,1,0
137,92,1.95e-07,1,0
137,103,7.58e-05,1,0
137,111,4.43e-03,1,0
137,133,6.72e-06,1,1
137,156,2.68e-05,1,1
137,177,4.52e-04,1,1
138,50,1.21e-06,1,0
138,75,5.42e-05,1,0
138,94,4.94e-03,1,0
139,51,4.60e-03,1,0
139,121,1.95e-08,1,1
139,127,1.01e-04,1,1
139,128,1.42e-10,1,1
139,158,2.97e-04,1,1
140,23,2.07e-03,1,0
140,95,1.62e-03,1,0
140,102,1.31e-03,1,0
140,106,3.98e-07,1,0
141,97,3.21e-03,1,0
141,172,1.79e-03,1,1
141,197,2.94e-06,1,1
142,20,5.00e-03,1,0
143,18,2.39e-04,1,0
143,27,5.82e-10,1,0
143,35,1.38e-03,1,0
143,43,3.38e-03,1,0
143,194,6.33e-08,1,1
144,1,8.57e-05,1,0
144,60,3.69e-03,1,0
144,139,1.22e-03,1,1
145,11,3.62e-04,1,0
145,23,1.32e-03,1,0
145,38,7.02e-04,1,0
145,67,2.61e-03,1,0
145,102,3.09e-07,1,0
146,57,1.01e-04,1,0
146,192,4.90e-03,1,1
147,41,4.99e-03,1,0
147,98,5.87e-06,1,0
148,29,2.21e-03,1,0
148,50,8.07e-05,1,0
148,55,2.70e-03,1,0
148,67,1.79e-08,1,0
149,126,2.67e-10,1,1
149,146,3.47e-03,1,1
149,165,1.53e-03,1,1
150,120,4.04e-03,1,1
150,160,9.57e-05,1,1
150,174,8.62e-04,1,1
151,40,3.02e-03,1,0
151,101,2.83e-04,1,0
151,116,4.02e-05,1,1
151,117,1.65e-03,1,1
151,175,3.10e-07,1,1
152,22,3.80e-03,1,0
152,48,1.20e-03,1,0
153,10,2.44e-03,1,0
153,34,2.56e-03,1,0
153,159,1.66e-08,1,1
153,187,9.08e-09,1,1
154,47,4.43e-03,1,0
154,105,5.68e-04,1,0
155,6,2.45e-05,1,0
155,22,7.20e-04,1,0
155,28,2.13e-04,1,0
155,42,2.37e-10,1,0
155,48,3.09e-03,1,0
155,62,9.48e-04,1,0
156,58,2.16e-08,1,0
156,68,3.77e-03,1,0
156,79,1.23e-03,1,0
157,12,8.10e-10,1,0
157,100,1.74e-10,1,0
157,162,5.00e-03,1,1
157,189,4.52e-06,1,1
158,85,4.25e-06,1,0
158,183,1.78e-04,1,1
158,184,4.82e-03,1,1
159,29,1.80e-03,1,0
159,65,2.02e-08,1,0
159,84,9.19e-08,1,0
159,97,1.00e-08,1,0
159,98,6.14e-07,1,0
159,172,1.34e-03,1,1
159,185,1.85e-03,1,1
159,197,3.98e-07,1,1
160,126,1.78e-03,1,1
160,165,3.22e-03,1,1
161,7,6.24e-09,1,0
161,32,4.55e-03,1,0
161,194,4.46e-04,1,1
162,59,1.27e-03,1,0
162,80,3.73e-03,1,0
163,61,4.91e-03,1,0
163,83,8.24e-05,1,0
163,86,2.78e-06,1,0
164,105,1.06e-06,1,0
164,171,5.00e-03,1,1
165,16,4.75e-03,1,0
165,64,7.41e-09,1,0
165,71,2.46e-04,1,0
165,165,1.01e-09,1,1
166,15,5.44e-10,1,0
166,82,4.39e-07,1,0
166,127,2.10e-05,1,1
166,158,1.01e-04,1,1
166,164,4.88e-03,1,1
167,8,1.79e-03,1,0
167,69,7.10e-05,1,0
167,140,3.14e-03,1,1
168,63,9.13e-04,1,0
168,143,1.27e-08,1,1
168,151,1.06e-04,1,1
168,157,3.98e-03,1,1
168,191,6.47e-10,1,1
169,16,1.84e-07,1,0
169,36,2.82e-09,1,0
169,64,9.86e-07,1,0
169,88,3.32e-04,1,0
169,93,4.47e-03,1,0
169,115,1.97e-04,1,1
170,87,6.26e-06,1,0
170,132,2.10e-03,1,1
170,134,1.18e-04,1,1
170,138,2.77e-03,1,1
170,188,5.19e-06,1,1
171,14,1.88e-08,1,0
171,21,4.17e-04,1,0
171,76,3.60e-03,1,0
171,92,9.79e-04,1,0
172,89,4.85e-03,1,0
172,105,1.50e-04,1,0
173,25,8.32e-09,1,0
173,53,2.58e-03,1,0
173,81,2.42e-03,1,0
173,122,4.65e-10,1,1
174,23,1.59e-03,1,0
174,102,3.41e-03,1,0
175,74,3.65e-03,1,0
175,114,1.35e-03,1,0
176,45,1.87e-09,1,0
176,46,3.00e-09,1,0
176,178,5.00e-03,1,1
176,180,3.91e-08,1,1
177,1,4.91e-03,1,0
177,17,4.58e-05,1,0
177,139,4.10e-05,1,1
178,100,5.00e-03,1,0
178,162,4.60e-06,1,1
179,14,2.72e-04,1,0
179,61,1.15e-06,1,0
179,96,8.32e-05,1,0
179,179,4.64e-03,1,1
179,186,2.85e-10,1,1
180,74,4.67e-09,1,0
180,83,4.92e-03,1,0
180,90,8.32e-05,1,0
181,58,5.00e-03,1,0
181,68,3.49e-09,1,0
181,79,1.95e-08,1,0
182,25,1.70e-03,1,0
182,41,1.62e-09,1,0
182,53,4.91e-09,1,0
182,81,1.33e-03,1,0
182,122,1.64e-03,1,1
182,169,3.30e-04,1,1
183,42,9.18e-04,1,0
183,124,4.08e-03,1,1
183,147,9.64e-07,1,1
184,13,4.33e-03,1,0
184,108,6.89e-05,1,0
184,118,6.03e-04,1,1
184,153,4.72e-08,1,1
185,0,2.17e-03,1,0
185,63,1.30e-09,1,0
185,132,2.83e-03,1,1
186,14,9.09e-06,1,0
186,44,1.20e-07,1,0
186,129,7.43e-07,1,1
186,145,4.59e-05,1,1
186,179,3.56e-04,1,1
186,186,4.59e-03,1,1
187,36,6.35e-07,1,0
187,88,2.85e-07,1,0
187,93,4.67e-04,1,0
187,115,4.53e-03,1,1
187,125,2.33e-09,1,1
188,29,4.35e-04,1,0
188,91,2.88e-04,1,0
188,163,6.27e-05,1,1
188,196,4.21e-03,1,1
189,26,5.44e-07,1,0
189,130,5.00e-03,1,1
190,61,8.35e-05,1,0
190,96,4.92e-03,1,0
190,173,2.50e-10,1,1
191,25,1.85e-03,1,0
191,81,1.04e-09,1,0
191,122,3.15e-03,1,1
192,2,4.81e-03,1,0
192,30,1.46e-04,1,0
192,107,2.02e-09,1,0
192,170,4.58e-05,1,1
192,193,6.28e-08,1,1
193,105,4.28e-03,1,0
193,163,4.77e-09,1,1
193,196,7.20e-04,1,1
194,116,8.92e-05,1,1
194,135,4.86e-03,1,1
194,175,4.62e-05,1,1
195,143,4.79e-04,1,1
195,151,3.83e-03,1,1
195,157,6.90e-04,1,1
195,166,3.09e-06,1,1
196,39,4.94e-03,1,0
196,57,6.19e-05,1,0
197,109,1.33e-03,1,0
197,195,3.67e-03,1,1
198,2,1.67e-08,1,0
198,107,1.83e-03,1,0
198,193,3.14e-03,1,1
198,195,3.16e-05,1,1
199,119,1.50e-07,1,1
199,131,1.89e-07,1,1
199,138,5.39e-09,1,1
199,154,5.00e-03,1,1
