i,j,val,ci,cj
21,103,7.58e-05,0,0
21,111,4.43e-03,0,0
21,151,2.68e-05,0,1
21,173,6.05e-06,0,1
21,177,4.52e-04,0,1
22,22,3.12e-04,0,0
22,28,1.08e-08,0,0
22,62,4.05e-03,0,0
22,121,9.46e-10,0,1
22,148,3.92e-04,0,1
22,154,2.46e-04,0,1
23,155,1.21e-06,0,1
23,171,5.42e-05,0,1
23,184,4.94e-03,0,1
24,23,1.56e-10,0,0
24,152,5.00e-03,0,1
25,6,1.95e-08,0,0
25,14,1.01e-04,0,0
25,17,1.42e-10,0,0
25,54,2.97e-04,0,0
25,162,4.60e-03,0,1
26,102,1.31e-03,0,0
26,106,3.98e-07,0,0
26,130,2.07e-03,0,1
26,185,1.62e-03,0,1
27,89,1.49e-04,0,0
27,134,7.00e-10,0,1
27,135,1.40e-04,0,1
27,182,4.71e-03,0,1
28,28,2.75e-03,0,0
28,47,2.78e-08,0,0
28,118,1.95e-05,0,1
28,121,2.23e-03,0,1
29,168,1.79e-03,0,1
29,188,3.21e-03,0,1
29,192,2.94e-06,0,1
30,19,1.86e-04,0,0
30,146,4.81e-03,0,1
30,158,3.50e-09,0,1
31,101,5.77e-05,0,0
31,129,1.39e-04,0,1
31,134,4.80e-03,0,1
31,149,4.85e-06,0,1
32,101,6.33e-08,0,0
32,129,2.39e-04,0,1
32,134,5.82e-10,0,1
32,144,1.38e-03,0,1
32,149,3.38e-03,0,1
33,12,3.94e-06,0,0
33,49,5.85e-09,0,0
33,52,4.99e-03,0,0
33,174,6.34e-06,0,1
34,60,3.69e-03,0,0
34,117,8.57e-05,0,1
34,139,1.22e-03,0,1
35,38,7.02e-04,0,0
35,102,3.09e-07,0,0
35,125,3.62e-04,0,1
35,130,1.32e-03,0,1
35,167,2.61e-03,0,1
36,4,4.69e-05,0,0
36,117,2.77e-09,0,1
36,128,4.95e-03,0,1
37,41,4.99e-03,0,0
37,98,5.87e-06,0,0
38,55,2.70e-03,0,0
38,135,2.21e-03,0,1
38,155,8.07e-05,0,1
38,167,1.79e-08,0,1
39,39,3.47e-03,0,0
39,126,2.67e-10,0,1
39,165,1.53e-03,0,1
40,7,1.90e-03,0,0
40,13,4.39e-09,0,0
40,32,2.21e-05,0,0
40,59,2.90e-07,0,0
40,138,6.37e-04,0,1
40,148,2.44e-03,0,1
41,54,4.47e-07,0,0
41,58,3.01e-08,0,0
41,76,5.00e-03,0,0
42,7,4.74e-05,0,0
42,32,3.36e-09,0,0
42,101,2.12e-03,0,0
42,138,2.84e-03,0,1
42,148,2.22e-09,0,1
43,38,4.17e-05,0,0
43,125,3.89e-03,0,1
43,129,8.79e-10,0,1
43,144,1.07e-03,0,1
44,22,3.80e-03,0,0
44,154,1.20e-03,0,1
45,46,1.66e-08,0,0
45,88,9.08e-09,0,0
45,124,2.44e-03,0,1
45,142,2.56e-03,0,1
46,8,2.79e-03,0,0
46,13,2.20e-09,0,0
46,40,2.21e-03,0,0
46,60,4.98e-06,0,0
47,47,4.43e-03,0,0
47,190,5.68e-04,0,1
48,22,7.20e-04,0,0
48,28,2.13e-04,0,0
48,62,9.48e-04,0,0
48,121,2.45e-05,0,1
48,148,2.37e-10,0,1
48,154,3.09e-03,0,1
49,12,1.57e-03,0,0
49,52,6.83e-08,0,0
49,193,3.43e-03,0,1
50,65,1.50e-04,0,0
50,98,1.84e-03,0,0
50,135,5.11e-08,0,1
50,168,1.87e-03,0,1
50,176,5.58e-04,0,1
50,180,5.81e-04,0,1
50,192,1.45e-06,0,1
51,15,3.02e-07,0,0
51,26,5.00e-03,0,0
51,113,3.91e-07,0,0
52,12,8.10e-10,0,0
52,51,5.00e-03,0,0
52,93,4.52e-06,0,0
52,100,1.74e-10,0,0
53,14,5.57e-04,0,0
53,23,4.44e-03,0,0
53,58,1.51e-07,0,0
54,65,2.60e-04,0,0
54,98,3.06e-03,0,0
54,176,1.68e-03,0,1
55,65,2.02e-08,0,0
55,98,6.14e-07,0,0
55,135,1.80e-03,0,1
55,168,1.34e-03,0,1
55,176,9.19e-08,0,1
55,180,1.85e-03,0,1
55,188,1.00e-08,0,1
55,192,3.98e-07,0,1
56,126,1.78e-03,0,1
56,165,3.22e-03,0,1
57,3,9.94e-04,0,0
57,122,2.23e-03,0,1
57,168,9.67e-08,0,1
57,188,1.77e-03,0,1
57,192,7.12e-07,0,1
58,36,6.84e-05,0,0
58,46,7.31e-06,0,0
58,63,2.85e-03,0,0
58,78,3.75e-07,0,0
58,142,2.07e-03,0,1
59,7,6.24e-09,0,0
59,32,4.55e-03,0,0
59,101,4.46e-04,0,0
60,59,1.27e-03,0,0
60,174,3.73e-03,0,1
61,61,4.91e-03,0,0
61,83,8.24e-05,0,0
61,178,2.78e-06,0,1
62,70,5.00e-03,0,0
62,190,1.06e-06,0,1
63,8,2.20e-03,0,0
63,40,3.40e-06,0,0
63,88,2.66e-03,0,0
63,124,1.40e-04,0,1
63,142,4.63e-10,0,1
64,14,2.10e-05,0,0
64,23,5.44e-10,0,0
64,54,1.01e-04,0,0
64,58,4.88e-03,0,0
64,76,4.39e-07,0,0
65,41,4.40e-06,0,0
65,53,1.55e-10,0,0
65,64,4.67e-03,0,0
65,81,3.26e-04,0,0
65,115,6.98e-08,0,1
65,132,1.07e-07,0,1
66,166,4.82e-03,0,1
66,175,1.85e-04,0,1
67,55,1.35e-04,0,0
67,135,1.28e-07,0,1
67,155,4.86e-03,0,1
68,20,1.25e-08,0,0
68,36,4.38e-03,0,0
68,78,6.15e-04,0,0
68,142,9.92e-08,0,1
69,2,1.58e-04,0,0
69,30,4.84e-03,0,0
70,89,4.85e-03,0,0
70,190,1.50e-04,0,1
71,53,2.58e-03,0,0
71,81,2.42e-03,0,0
71,115,4.65e-10,0,1
71,132,8.32e-09,0,1
72,12,3.43e-03,0,0
72,52,1.02e-06,0,0
72,193,1.57e-03,0,1
73,102,3.41e-03,0,0
73,130,1.59e-03,0,1
74,74,3.65e-03,0,0
74,195,1.35e-03,0,1
75,19,2.61e-07,0,0
75,146,1.74e-05,0,1
75,155,4.08e-10,0,1
75,158,4.98e-03,0,1
75,184,3.40e-10,0,1
76,16,2.31e-03,0,0
76,63,6.17e-04,0,0
76,111,5.57e-04,0,0
76,151,1.51e-03,0,1
76,177,7.49e-10,0,1
77,74,1.35e-03,0,0
77,77,3.48e-03,0,0
77,195,1.76e-04,0,1
78,117,4.91e-03,0,1
78,128,4.58e-05,0,1
78,139,4.10e-05,0,1
79,36,5.46e-04,0,0
79,78,4.38e-03,0,0
79,142,7.06e-05,0,1
80,51,4.60e-06,0,0
80,100,5.00e-03,0,0
81,14,4.32e-03,0,0
81,23,5.57e-04,0,0
81,58,1.22e-04,0,0
82,166,1.85e-04,0,1
82,175,4.82e-03,0,1
83,74,4.67e-09,0,0
83,83,4.92e-03,0,0
83,90,8.32e-05,0,0
84,41,1.62e-09,0,0
84,53,4.91e-09,0,0
84,64,3.30e-04,0,0
84,81,1.33e-03,0,0
84,115,1.64e-03,0,1
84,132,1.70e-03,0,1
85,46,4.75e-03,0,0
85,63,1.03e-07,0,0
85,124,1.22e-06,0,1
85,142,2.47e-04,0,1
86,22,9.09e-05,0,0
86,28,6.58e-10,0,0
86,44,1.41e-04,0,0
86,90,1.76e-03,0,0
86,118,2.87e-10,0,1
86,154,4.54e-04,0,1
86,178,2.55e-03,0,1
87,98,7.00e-06,0,0
87,168,1.53e-08,0,1
87,192,4.99e-03,0,1
88,13,4.08e-03,0,0
88,40,9.64e-07,0,0
88,148,9.18e-04,0,1
89,57,6.27e-05,0,0
89,108,4.21e-03,0,0
89,135,4.35e-04,0,1
89,182,2.88e-04,0,1
90,28,1.43e-06,0,0
90,77,2.94e-09,0,0
90,90,3.15e-03,0,0
90,118,1.85e-03,0,1
90,121,2.70e-08,0,1
91,57,4.94e-03,0,0
91,108,6.33e-05,0,0
91,135,4.72e-08,0,1
91,188,5.74e-07,0,1
92,16,2.22e-08,0,0
92,63,1.53e-03,0,0
92,111,9.91e-06,0,0
92,151,3.46e-03,0,1
92,177,2.72e-10,0,1
93,15,5.00e-03,0,0
93,26,5.44e-07,0,0
94,65,2.19e-03,0,0
94,98,7.01e-07,0,0
94,135,8.86e-07,0,1
94,176,2.46e-04,0,1
94,180,2.57e-03,0,1
95,102,3.72e-05,0,0
95,104,1.30e-03,0,0
95,107,9.39e-10,0,0
95,109,3.67e-03,0,0
95,189,1.02e-09,0,1
96,61,8.35e-05,0,0
96,175,2.50e-10,0,1
96,187,4.92e-03,0,1
97,53,2.22e-09,0,0
97,122,2.70e-10,0,1
97,131,5.00e-03,0,1
97,192,2.43e-09,0,1
98,81,1.04e-09,0,0
98,115,3.15e-03,0,1
98,132,1.85e-03,0,1
99,2,4.81e-03,0,0
99,30,1.46e-04,0,0
99,69,4.58e-05,0,0
99,107,2.02e-09,0,0
99,189,6.28e-08,0,1
100,73,3.64e-03,0,0
100,144,1.36e-03,0,1
101,129,3.79e-03,0,1
101,134,2.40e-05,0,1
101,144,1.18e-03,0,1
102,2,9.46e-06,0,0
102,155,4.75e-10,0,1
102,171,4.94e-03,0,1
102,184,5.01e-05,0,1
103,16,2.62e-03,0,0
103,178,2.38e-03,0,1
104,2,2.07e-07,0,0
104,30,4.73e-09,0,0
104,69,4.33e-05,0,0
104,104,1.96e-08,0,0
104,107,3.15e-03,0,0
104,189,1.81e-03,0,1
105,57,4.77e-09,0,0
105,108,7.20e-04,0,0
105,190,4.28e-03,0,1
106,104,3.67e-03,0,0
106,109,1.33e-03,0,0
107,2,2.00e-05,0,0
107,30,6.67e-06,0,0
107,69,4.91e-03,0,0
107,107,2.09e-05,0,0
107,189,4.59e-05,0,1
108,3,4.00e-03,0,0
108,122,9.78e-04,0,1
108,188,1.70e-05,0,1
109,2,1.67e-08,0,0
109,104,3.16e-05,0,0
109,107,1.83e-03,0,0
109,189,3.14e-03,0,1
110,53,2.42e-03,0,0
110,81,9.17e-04,0,0
110,115,2.08e-04,0,1
110,132,1.45e-03,0,1
111,46,2.40e-04,0,0
111,88,2.34e-03,0,0
111,124,2.42e-03,0,1
111,142,1.43e-10,0,1
112,15,3.15e-08,0,0
112,93,5.00e-03,0,0
112,113,4.41e-06,0,0
113,73,1.36e-03,0,0
113,106,3.64e-03,0,0
113,185,2.57e-08,0,1
114,39,1.52e-03,0,0
114,195,3.48e-03,0,1
115,0,1.78e-04,1,0
115,11,4.75e-03,1,0
115,99,6.86e-09,1,0
115,141,7.46e-05,1,1
115,191,2.40e-08,1,1
116,29,1.19e-07,1,0
116,75,1.39e-06,1,0
116,91,3.57e-03,1,0
116,181,9.47e-05,1,1
116,198,1.33e-03,1,1
117,29,2.66e-05,1,0
117,82,3.11e-03,1,0
117,116,1.83e-03,1,1
117,181,3.32e-05,1,1
118,5,1.68e-09,1,0
118,37,6.54e-05,1,0
118,196,4.93e-03,1,1
119,42,3.09e-03,1,0
119,56,6.51e-06,1,0
119,150,1.91e-03,1,1
120,80,4.02e-03,1,0
120,84,9.83e-04,1,0
121,10,1.26e-08,1,0
121,123,3.20e-03,1,1
121,140,1.80e-03,1,1
121,153,2.08e-10,1,1
121,183,4.04e-07,1,1
122,45,9.45e-06,1,0
122,71,3.12e-04,1,0
122,143,4.36e-03,1,1
122,157,3.21e-04,1,1
123,27,4.77e-03,1,0
123,97,1.83e-07,1,0
123,140,1.10e-08,1,1
123,170,1.62e-07,1,1
123,199,2.35e-04,1,1
124,153,1.68e-04,1,1
124,163,4.83e-03,1,1
124,199,1.85e-07,1,1
125,11,2.53e-04,1,0
125,18,4.57e-03,1,0
125,33,1.78e-04,1,0
125,43,2.22e-06,1,0
126,165,2.58e-04,1,1
126,172,4.74e-03,1,1
127,6,1.86e-03,1,0
127,17,5.19e-04,1,0
127,67,2.61e-03,1,0
127,105,1.39e-05,1,0
127,197,1.89e-08,1,1
128,10,4.72e-04,1,0
128,94,7.61e-08,1,0
128,123,1.21e-05,1,1
128,140,6.62e-05,1,1
128,153,1.32e-07,1,1
128,183,4.45e-03,1,1
129,18,4.30e-04,1,0
129,50,2.30e-04,1,0
129,145,3.93e-03,1,1
129,186,4.09e-04,1,1
130,6,5.07e-06,1,0
130,17,3.37e-08,1,0
130,67,6.54e-07,1,0
130,105,4.94e-03,1,0
130,197,5.61e-05,1,1
131,42,4.64e-10,1,0
131,56,3.91e-03,1,0
131,66,9.76e-04,1,0
131,143,1.12e-04,1,1
132,9,1.23e-03,1,0
132,71,3.77e-03,1,0
133,0,2.65e-05,1,0
133,72,6.49e-05,1,0
133,96,4.67e-03,1,0
133,99,6.27e-05,1,0
133,133,1.79e-04,1,1
134,9,1.61e-03,1,0
134,24,1.11e-03,1,0
134,31,2.23e-03,1,0
134,48,3.46e-06,1,0
134,114,5.13e-05,1,0
135,50,1.64e-04,1,0
135,75,4.70e-03,1,0
135,91,1.36e-04,1,0
135,145,2.87e-08,1,1
135,198,1.69e-08,1,1
136,1,1.96e-06,1,0
136,82,1.81e-03,1,0
136,116,3.00e-03,1,1
136,147,1.82e-04,1,1
136,156,3.10e-06,1,1
136,159,5.11e-07,1,1
137,86,3.57e-10,1,0
137,87,5.00e-03,1,0
137,156,1.06e-07,1,1
138,114,4.95e-03,1,0
138,143,5.45e-05,1,1
139,18,9.56e-08,1,0
139,50,4.38e-03,1,0
139,75,6.49e-09,1,0
139,145,6.22e-04,1,1
139,186,3.80e-10,1,1
140,27,1.20e-04,1,0
140,97,4.85e-03,1,0
140,110,3.94e-08,1,0
140,199,2.82e-05,1,1
141,0,1.43e-09,1,0
141,11,2.99e-08,1,0
141,43,9.03e-07,1,0
141,71,8.24e-06,1,0
141,141,2.93e-05,1,1
141,191,4.96e-03,1,1
142,20,5.00e-03,1,0
143,1,1.31e-03,1,0
143,45,1.06e-03,1,0
143,66,6.30e-07,1,0
143,136,1.81e-05,1,1
143,147,5.59e-06,1,1
143,157,1.14e-05,1,1
143,159,1.11e-09,1,1
143,194,2.59e-03,1,1
144,56,3.08e-07,1,0
144,66,4.02e-03,1,0
144,120,9.61e-04,1,1
144,160,1.57e-05,1,1
145,18,9.61e-10,1,0
145,21,3.29e-04,1,0
145,50,3.19e-05,1,0
145,75,1.88e-05,1,0
145,127,4.27e-03,1,1
145,145,3.50e-04,1,1
145,173,1.41e-10,1,1
145,179,1.49e-09,1,1
145,186,2.58e-06,1,1
146,110,4.90e-03,1,0
146,163,1.01e-04,1,1
147,29,1.11e-04,1,0
147,82,3.74e-05,1,0
147,116,1.59e-05,1,1
147,181,4.84e-03,1,1
148,80,1.24e-04,1,0
148,160,4.88e-03,1,1
149,18,1.60e-06,1,0
149,33,4.82e-03,1,0
149,50,1.76e-04,1,0
149,145,6.56e-07,1,1
150,80,8.62e-04,1,0
150,120,4.04e-03,1,1
150,160,9.57e-05,1,1
151,1,1.65e-03,1,0
151,82,3.10e-07,1,0
151,116,4.02e-05,1,1
151,147,3.02e-03,1,1
151,194,2.83e-04,1,1
152,105,4.65e-05,1,0
152,172,1.12e-05,1,1
152,197,4.94e-03,1,1
153,97,1.46e-04,1,0
153,110,1.05e-04,1,0
153,163,8.85e-06,1,1
153,199,4.74e-03,1,1
154,35,5.01e-04,1,0
154,42,1.92e-03,1,0
154,56,1.08e-03,1,0
154,114,1.65e-10,1,0
154,150,1.50e-03,1,1
155,21,4.20e-03,1,0
155,50,2.08e-05,1,0
155,75,2.79e-04,1,0
155,92,1.32e-10,1,0
155,127,4.52e-04,1,1
155,145,5.03e-05,1,1
155,173,2.00e-09,1,1
155,186,7.09e-09,1,1
156,68,3.77e-03,1,0
156,79,1.23e-03,1,0
156,164,2.16e-08,1,1
157,1,1.14e-03,1,0
157,82,1.29e-07,1,0
157,116,2.30e-05,1,1
157,147,1.71e-03,1,1
157,194,2.13e-03,1,1
158,85,4.25e-06,1,0
158,94,4.82e-03,1,0
158,183,1.78e-04,1,1
159,82,1.76e-08,1,0
159,116,5.37e-09,1,1
159,156,5.00e-03,1,1
159,181,6.69e-07,1,1
160,84,4.02e-03,1,0
160,86,1.50e-08,1,0
160,136,6.87e-09,1,1
160,159,9.80e-04,1,1
161,84,1.51e-07,1,0
161,136,4.98e-03,1,1
161,160,1.51e-05,1,1
162,6,2.24e-05,1,0
162,17,2.59e-03,1,0
162,67,2.39e-03,1,0
162,123,3.62e-09,1,1
163,119,5.00e-03,1,1
164,6,3.12e-03,1,0
164,17,1.88e-03,1,0
165,72,7.41e-09,1,0
165,133,4.75e-03,1,1
165,165,1.01e-09,1,1
165,172,2.46e-04,1,1
166,1,8.99e-04,1,0
166,136,1.57e-07,1,1
166,147,7.84e-05,1,1
166,159,4.02e-03,1,1
167,123,1.79e-03,1,1
167,140,3.14e-03,1,1
167,170,7.10e-05,1,1
168,45,1.06e-04,1,0
168,71,9.13e-04,1,0
168,143,1.27e-08,1,1
168,157,3.98e-03,1,1
168,191,6.47e-10,1,1
169,0,1.97e-04,1,0
169,72,9.86e-07,1,0
169,96,3.32e-04,1,0
169,99,4.47e-03,1,0
169,133,1.84e-07,1,1
169,141,2.82e-09,1,1
170,25,2.10e-03,1,0
170,27,1.18e-04,1,0
170,31,2.77e-03,1,0
170,95,6.26e-06,1,0
170,97,5.19e-06,1,0
171,21,4.17e-04,1,0
171,92,9.79e-04,1,0
171,127,1.88e-08,1,1
171,173,3.60e-03,1,1
172,72,4.93e-03,1,0
172,96,1.30e-09,1,0
172,133,6.64e-05,1,1
173,17,3.09e-06,1,0
173,85,5.00e-03,1,0
174,86,8.97e-10,1,0
174,137,5.00e-03,1,1
175,29,3.31e-10,1,0
175,75,5.82e-07,1,0
175,91,1.29e-03,1,0
175,181,3.74e-05,1,1
175,198,3.67e-03,1,1
176,86,5.00e-03,1,0
176,87,3.91e-08,1,0
176,156,1.87e-09,1,1
176,159,3.00e-09,1,1
177,5,4.40e-03,1,0
177,10,3.87e-05,1,0
177,94,1.85e-04,1,0
177,183,3.76e-04,1,1
178,34,5.00e-03,1,0
179,61,1.15e-06,1,0
179,127,2.72e-04,1,1
179,179,4.64e-03,1,1
179,186,2.85e-10,1,1
179,187,8.32e-05,1,1
180,68,1.23e-03,1,0
180,79,3.77e-03,1,0
181,68,3.49e-09,1,0
181,79,1.95e-08,1,0
181,164,5.00e-03,1,1
182,21,5.57e-05,1,0
182,92,3.60e-03,1,0
182,173,1.35e-03,1,1
183,10,1.65e-04,1,0
183,153,4.83e-03,1,1
184,5,6.03e-04,1,0
184,10,4.33e-03,1,0
184,153,4.72e-08,1,1
184,196,6.89e-05,1,1
185,9,2.17e-03,1,0
185,25,2.83e-03,1,0
185,71,1.30e-09,1,0
186,18,7.43e-07,1,0
186,50,1.20e-07,1,0
186,127,9.09e-06,1,1
186,145,4.59e-05,1,1
186,179,3.56e-04,1,1
186,186,4.59e-03,1,1
187,0,4.53e-03,1,0
187,11,2.33e-09,1,0
187,96,2.85e-07,1,0
187,99,4.67e-04,1,0
187,141,6.35e-07,1,1
188,24,3.89e-03,1,0
188,35,1.10e-03,1,0
188,114,6.18e-06,1,0
189,0,6.54e-05,1,0
189,11,1.74e-09,1,0
189,71,4.94e-07,1,0
189,99,7.92e-07,1,0
189,141,4.90e-03,1,1
189,191,3.78e-05,1,1
190,95,6.78e-05,1,0
190,123,5.86e-09,1,1
190,170,4.93e-03,1,1
190,197,2.19e-09,1,1
191,43,5.00e-03,1,0
191,71,1.16e-07,1,0
191,191,1.07e-06,1,1
192,24,9.28e-09,1,0
192,35,3.40e-03,1,0
192,150,1.60e-03,1,1
193,112,5.00e-03,1,0
194,29,4.86e-03,1,0
194,82,4.62e-05,1,0
194,116,8.92e-05,1,1
195,45,3.83e-03,1,0
195,66,3.09e-06,1,0
195,143,4.79e-04,1,1
195,157,6.90e-04,1,1
196,37,4.94e-03,1,0
196,163,6.19e-05,1,1
197,25,7.09e-05,1,0
197,95,4.93e-03,1,0
198,92,4.23e-04,1,0
198,164,1.87e-08,1,1
198,173,2.92e-05,1,1
198,177,4.55e-03,1,1
199,24,1.89e-07,1,0
199,31,5.39e-09,1,0
199,48,5.00e-03,1,0
199,119,1.50e-07,1,1
