i,j,val,ci,cj
34,20,5.00e-03,0,0
35,49,1.57e-05,0,0
35,57,3.08e-07,0,0
35,120,9.61e-04,0,1
35,166,4.02e-03,0,1
36,1,2.77e-09,0,0
36,4,4.69e-05,0,0
36,17,4.95e-03,0,0
37,163,1.01e-04,0,1
37,192,4.90e-03,0,1
38,29,2.21e-03,0,0
38,50,8.07e-05,0,0
38,55,2.70e-03,0,0
38,67,1.79e-08,0,0
39,64,1.53e-03,0,0
39,126,2.67e-10,0,1
39,150,3.47e-03,0,1
40,7,1.90e-03,0,0
40,13,4.39e-09,0,0
40,32,2.21e-05,0,0
40,42,2.44e-03,0,0
40,59,2.90e-07,0,0
40,147,6.37e-04,0,1
41,41,4.47e-07,0,0
41,61,3.01e-08,0,0
41,85,5.00e-03,0,0
42,49,4.88e-03,0,0
42,174,1.24e-04,0,1
43,129,1.60e-06,0,1
43,139,4.82e-03,0,1
43,145,6.56e-07,0,1
43,155,1.76e-04,0,1
44,22,3.80e-03,0,0
44,48,1.20e-03,0,0
45,0,4.02e-05,0,0
45,31,3.02e-03,0,0
45,100,2.83e-04,0,0
45,117,1.65e-03,0,1
45,175,3.10e-07,0,1
46,8,2.79e-03,0,0
46,13,2.20e-09,0,0
46,40,2.21e-03,0,0
46,60,4.98e-06,0,0
47,105,5.68e-04,0,0
47,159,4.43e-03,0,1
48,39,1.50e-03,0,0
48,57,1.08e-03,0,0
48,144,5.01e-04,0,1
48,148,1.92e-03,0,1
48,195,1.65e-10,0,1
49,12,1.57e-03,0,0
49,52,6.83e-08,0,0
49,112,3.43e-03,0,0
50,14,4.52e-04,0,0
50,76,2.00e-09,0,0
50,80,2.79e-04,0,0
50,92,1.32e-10,0,0
50,138,4.20e-03,0,1
50,145,5.03e-05,0,1
50,155,2.08e-05,0,1
50,186,7.09e-09,0,1
51,15,3.02e-07,0,0
51,26,5.00e-03,0,0
51,113,3.91e-07,0,0
52,12,8.10e-10,0,0
52,51,5.00e-03,0,0
52,93,4.52e-06,0,0
52,194,1.74e-10,0,1
53,61,1.51e-07,0,0
53,127,5.57e-04,0,1
53,130,4.44e-03,0,1
54,177,4.25e-06,0,1
54,183,1.78e-04,0,1
54,184,4.82e-03,0,1
55,29,1.80e-03,0,0
55,65,2.02e-08,0,0
55,71,1.34e-03,0,0
55,84,9.19e-08,0,0
55,97,1.00e-08,0,0
55,98,6.14e-07,0,0
55,110,3.98e-07,0,0
55,176,1.85e-03,0,1
56,49,1.51e-05,0,0
56,87,1.51e-07,0,0
56,136,4.98e-03,0,1
57,3,9.94e-04,0,0
57,71,9.67e-08,0,0
57,97,1.77e-03,0,0
57,110,7.12e-07,0,0
57,128,2.23e-03,0,1
58,2,3.12e-03,0,0
58,9,1.88e-03,0,0
59,7,6.24e-09,0,0
59,32,4.55e-03,0,0
59,101,4.46e-04,0,0
60,59,1.27e-03,0,0
60,171,3.73e-03,0,1
61,83,8.24e-05,0,0
61,86,2.78e-06,0,0
61,164,4.91e-03,0,1
62,70,5.00e-03,0,0
62,105,1.06e-06,0,0
63,8,2.20e-03,0,0
63,10,1.40e-04,0,0
63,34,4.63e-10,0,0
63,40,3.40e-06,0,0
63,182,2.66e-03,0,1
64,41,1.01e-04,0,0
64,61,4.88e-03,0,0
64,85,4.39e-07,0,0
64,127,2.10e-05,0,1
64,130,5.44e-10,0,1
65,25,1.07e-07,0,0
65,53,1.55e-10,0,0
65,81,3.26e-04,0,0
65,116,6.98e-08,0,1
65,158,4.40e-06,0,1
65,165,4.67e-03,0,1
66,31,7.84e-05,0,0
66,47,4.02e-03,0,0
66,117,8.99e-04,0,1
66,136,1.57e-07,0,1
67,23,3.14e-03,0,0
67,123,1.79e-03,0,1
67,170,7.10e-05,0,1
68,20,1.25e-08,0,0
68,34,9.92e-08,0,0
68,36,4.38e-03,0,0
68,78,6.15e-04,0,0
69,121,1.58e-04,0,1
69,146,4.84e-03,0,1
70,89,4.85e-03,0,0
70,105,1.50e-04,0,0
71,143,1.27e-08,0,1
71,151,1.06e-04,0,1
71,157,3.98e-03,0,1
71,168,9.13e-04,0,1
71,191,6.47e-10,0,1
72,27,2.82e-09,0,0
72,72,9.86e-07,0,0
72,115,1.97e-04,0,1
72,133,1.84e-07,0,1
72,187,3.32e-04,0,1
72,189,4.47e-03,0,1
73,102,3.41e-03,0,0
73,140,1.59e-03,0,1
74,74,3.65e-03,0,0
74,114,1.35e-03,0,0
75,14,1.88e-08,0,0
75,76,3.60e-03,0,0
75,92,9.79e-04,0,0
75,138,4.17e-04,0,1
76,9,3.09e-06,0,0
76,177,5.00e-03,0,1
77,74,1.35e-03,0,0
77,77,3.48e-03,0,0
77,114,1.76e-04,0,0
78,1,4.91e-03,0,0
78,17,4.58e-05,0,0
78,33,4.10e-05,0,0
79,34,7.06e-05,0,0
79,36,5.46e-04,0,0
79,78,4.38e-03,0,0
80,19,5.00e-03,0,0
80,178,8.97e-10,0,1
81,61,1.22e-04,0,0
81,127,4.32e-03,0,1
81,130,5.57e-04,0,1
82,16,3.31e-10,0,0
82,80,5.82e-07,0,0
82,88,1.29e-03,0,0
82,181,3.74e-05,0,1
82,198,3.67e-03,0,1
83,74,4.67e-09,0,0
83,83,4.92e-03,0,0
83,90,8.32e-05,0,0
84,47,3.00e-09,0,0
84,156,1.87e-09,0,1
84,178,5.00e-03,0,1
84,180,3.91e-08,0,1
85,118,4.40e-03,0,1
85,124,3.87e-05,0,1
85,183,3.76e-04,0,1
85,184,1.85e-04,0,1
86,28,5.00e-03,0,0
87,68,1.23e-03,0,0
87,79,3.77e-03,0,0
88,13,4.08e-03,0,0
88,40,9.64e-07,0,0
88,42,9.18e-04,0,0
89,29,4.35e-04,0,0
89,108,4.21e-03,0,0
89,161,6.27e-05,0,1
89,185,2.88e-04,0,1
90,6,2.70e-08,0,0
90,77,2.94e-09,0,0
90,90,3.15e-03,0,0
90,122,1.85e-03,0,1
90,142,1.43e-06,0,1
91,76,1.35e-03,0,0
91,92,3.60e-03,0,0
91,138,5.57e-05,0,1
92,45,3.46e-03,0,0
92,63,1.53e-03,0,0
92,111,9.91e-06,0,0
92,135,2.22e-08,0,1
92,173,2.72e-10,0,1
93,15,5.00e-03,0,0
93,26,5.44e-07,0,0
94,118,6.03e-04,0,1
94,124,4.33e-03,0,1
94,153,4.72e-08,0,1
94,196,6.89e-05,0,1
95,5,2.17e-03,0,0
95,132,2.83e-03,0,1
95,168,1.30e-09,0,1
96,27,6.35e-07,0,0
96,115,4.53e-03,0,1
96,125,2.33e-09,0,1
96,187,2.85e-07,0,1
96,189,4.67e-04,0,1
97,131,3.89e-03,0,1
97,144,1.10e-03,0,1
97,195,6.18e-06,0,1
98,25,1.85e-03,0,0
98,81,1.04e-09,0,0
98,116,3.15e-03,0,1
99,27,4.90e-03,0,0
99,115,6.54e-05,0,1
99,125,1.74e-09,0,1
99,168,4.94e-07,0,1
99,189,7.92e-07,0,1
99,191,3.78e-05,0,1
100,35,1.36e-03,0,0
100,73,3.64e-03,0,0
101,18,3.79e-03,0,0
101,35,1.18e-03,0,0
101,141,2.40e-05,0,1
102,50,4.75e-10,0,0
102,75,4.94e-03,0,0
102,94,5.01e-05,0,0
102,121,9.46e-06,0,1
103,86,2.38e-03,0,0
103,135,2.62e-03,0,1
104,69,4.33e-05,0,0
104,104,1.96e-08,0,0
104,107,3.15e-03,0,0
104,121,2.07e-07,0,1
104,146,4.73e-09,0,1
104,193,1.81e-03,0,1
105,91,6.78e-05,0,0
105,123,5.86e-09,0,1
105,170,4.93e-03,0,1
105,197,2.19e-09,0,1
106,104,3.67e-03,0,0
106,109,1.33e-03,0,0
107,69,4.91e-03,0,0
107,107,2.09e-05,0,0
107,121,2.00e-05,0,1
107,146,6.67e-06,0,1
107,193,4.59e-05,0,1
108,3,4.00e-03,0,0
108,97,1.70e-05,0,0
108,128,9.78e-04,0,1
109,104,3.16e-05,0,0
109,107,1.83e-03,0,0
109,121,1.67e-08,0,1
109,193,3.14e-03,0,1
110,39,1.60e-03,0,0
110,131,9.28e-09,0,1
110,144,3.40e-03,0,1
111,10,2.42e-03,0,0
111,34,1.43e-10,0,0
111,46,2.40e-04,0,0
111,182,2.34e-03,0,1
112,99,5.00e-03,0,0
113,73,1.36e-03,0,0
113,95,2.57e-08,0,0
113,106,3.64e-03,0,0
114,143,4.79e-04,0,1
114,151,3.83e-03,0,1
114,157,6.90e-04,0,1
114,166,3.09e-06,0,1
115,2,1.08e-07,1,0
115,9,1.82e-09,1,0
115,41,4.60e-03,1,0
115,58,3.98e-04,1,0
115,127,1.91e-07,1,1
116,16,1.19e-07,1,0
116,80,1.39e-06,1,0
116,88,3.57e-03,1,0
116,181,9.47e-05,1,1
116,198,1.33e-03,1,1
117,52,8.77e-06,1,0
117,160,3.49e-03,1,1
117,169,2.41e-04,1,1
117,171,1.26e-03,1,1
118,6,1.00e-04,1,0
118,77,1.52e-03,1,0
118,90,1.32e-09,1,0
118,122,3.11e-03,1,1
118,142,2.72e-04,1,1
119,39,1.91e-03,1,0
119,57,6.51e-06,1,0
119,148,3.09e-03,1,1
120,87,9.83e-04,1,0
120,174,4.02e-03,1,1
121,6,2.65e-03,1,0
121,77,5.28e-08,1,0
121,122,2.69e-05,1,1
121,142,1.76e-03,1,1
121,159,5.67e-04,1,1
122,56,1.79e-03,1,0
122,126,3.21e-03,1,1
123,23,1.10e-08,1,0
123,103,2.35e-04,1,0
123,134,4.77e-03,1,1
123,170,1.62e-07,1,1
123,188,1.83e-07,1,1
124,8,1.18e-05,1,0
124,13,8.98e-04,1,0
124,40,2.79e-03,1,0
124,60,1.30e-03,1,0
125,29,4.05e-04,1,0
125,50,5.20e-05,1,0
125,55,2.16e-03,1,0
125,67,2.38e-03,1,0
125,140,6.06e-10,1,1
126,64,2.58e-04,1,0
126,172,4.74e-03,1,1
127,14,1.33e-09,1,0
127,76,1.35e-05,1,0
127,86,2.50e-08,1,0
127,92,9.53e-09,1,0
127,135,6.31e-05,1,1
127,199,4.92e-03,1,1
128,33,1.80e-10,1,0
128,160,1.44e-03,1,1
128,169,3.56e-03,1,1
129,11,7.45e-04,1,0
129,38,4.25e-03,1,0
129,67,2.31e-10,1,0
129,141,1.49e-07,1,1
130,50,1.21e-06,1,0
130,75,5.42e-05,1,0
130,94,4.94e-03,1,0
131,130,1.56e-10,1,1
131,152,5.00e-03,1,1
132,2,1.95e-08,1,0
132,9,1.42e-10,1,0
132,41,2.97e-04,1,0
132,58,4.60e-03,1,0
132,127,1.01e-04,1,1
133,72,6.49e-05,1,0
133,115,2.65e-05,1,1
133,133,1.79e-04,1,1
133,187,4.67e-03,1,1
133,189,6.27e-05,1,1
134,29,1.40e-04,1,0
134,89,1.49e-04,1,0
134,141,7.00e-10,1,1
134,185,4.71e-03,1,1
135,71,1.79e-03,1,0
135,97,3.21e-03,1,0
135,110,2.94e-06,1,0
136,0,3.00e-03,1,0
136,31,1.82e-04,1,0
136,47,5.11e-07,1,0
136,117,1.96e-06,1,1
136,156,3.10e-06,1,1
136,175,1.81e-03,1,1
137,156,1.06e-07,1,1
137,178,3.57e-10,1,1
137,180,5.00e-03,1,1
138,18,1.39e-04,1,0
138,43,4.85e-06,1,0
138,101,5.77e-05,1,0
138,141,4.80e-03,1,1
139,12,3.94e-06,1,0
139,52,4.99e-03,1,0
139,160,5.85e-09,1,1
139,171,6.34e-06,1,1
140,103,2.82e-05,1,0
140,134,1.20e-04,1,1
140,188,4.85e-03,1,1
140,192,3.94e-08,1,1
141,27,2.93e-05,1,0
141,37,9.03e-07,1,0
141,115,1.43e-09,1,1
141,125,2.99e-08,1,1
141,168,8.24e-06,1,1
141,191,4.96e-03,1,1
142,1,8.57e-05,1,0
142,33,1.22e-03,1,0
142,60,3.69e-03,1,0
143,31,5.59e-06,1,0
143,47,1.11e-09,1,0
143,100,2.59e-03,1,0
143,117,1.31e-03,1,1
143,136,1.81e-05,1,1
143,151,1.06e-03,1,1
143,157,1.14e-05,1,1
143,166,6.30e-07,1,1
144,11,3.62e-04,1,0
144,38,7.02e-04,1,0
144,67,2.61e-03,1,0
144,102,3.09e-07,1,0
144,140,1.32e-03,1,1
145,14,4.27e-03,1,0
145,76,1.41e-10,1,0
145,80,1.88e-05,1,0
145,129,9.61e-10,1,1
145,138,3.29e-04,1,1
145,145,3.50e-04,1,1
145,155,3.19e-05,1,1
145,179,1.49e-09,1,1
145,186,2.58e-06,1,1
146,98,5.87e-06,1,0
146,158,4.99e-03,1,1
147,0,1.59e-05,1,0
147,16,1.11e-04,1,0
147,175,3.74e-05,1,1
147,181,4.84e-03,1,1
148,7,4.74e-05,1,0
148,32,3.36e-09,1,0
148,42,2.22e-09,1,0
148,101,2.12e-03,1,0
148,147,2.84e-03,1,1
149,11,3.89e-03,1,0
149,18,8.79e-10,1,0
149,35,1.07e-03,1,0
149,38,4.17e-05,1,0
150,49,9.57e-05,1,0
150,120,4.04e-03,1,1
150,174,8.62e-04,1,1
151,10,2.44e-03,1,0
151,34,2.56e-03,1,0
151,46,1.66e-08,1,0
151,182,9.08e-09,1,1
152,172,1.12e-05,1,1
152,190,4.65e-05,1,1
152,197,4.94e-03,1,1
153,103,4.74e-03,1,0
153,163,8.85e-06,1,1
153,188,1.46e-04,1,1
153,192,1.05e-04,1,1
154,6,2.45e-05,1,0
154,22,7.20e-04,1,0
154,42,2.37e-10,1,0
154,48,3.09e-03,1,0
154,62,9.48e-04,1,0
154,142,2.13e-04,1,1
155,29,5.11e-08,1,0
155,65,1.50e-04,1,0
155,71,1.87e-03,1,0
155,84,5.58e-04,1,0
155,98,1.84e-03,1,0
155,110,1.45e-06,1,0
155,176,5.81e-04,1,1
156,68,3.77e-03,1,0
156,79,1.23e-03,1,0
156,162,2.16e-08,1,1
157,0,2.30e-05,1,0
157,31,1.71e-03,1,0
157,100,2.13e-03,1,0
157,117,1.14e-03,1,1
157,175,1.29e-07,1,1
158,65,2.60e-04,1,0
158,84,1.68e-03,1,0
158,98,3.06e-03,1,0
159,0,5.37e-09,1,0
159,156,5.00e-03,1,1
159,175,1.76e-08,1,1
159,181,6.69e-07,1,1
160,47,9.80e-04,1,0
160,87,4.02e-03,1,0
160,136,6.87e-09,1,1
160,178,1.50e-08,1,1
161,64,3.22e-03,1,0
161,126,1.78e-03,1,1
162,2,2.24e-05,1,0
162,9,2.59e-03,1,0
162,123,3.62e-09,1,1
162,167,2.39e-03,1,1
163,119,5.00e-03,1,1
164,34,2.07e-03,1,0
164,36,6.84e-05,1,0
164,46,7.31e-06,1,0
164,63,2.85e-03,1,0
164,78,3.75e-07,1,0
165,64,1.01e-09,1,0
165,72,7.41e-09,1,0
165,133,4.75e-03,1,1
165,172,2.46e-04,1,1
166,66,4.82e-03,1,0
166,82,1.85e-04,1,0
167,29,1.28e-07,1,0
167,50,4.86e-03,1,0
167,55,1.35e-04,1,0
168,25,8.32e-09,1,0
168,53,2.58e-03,1,0
168,81,2.42e-03,1,0
168,116,4.65e-10,1,1
169,12,3.43e-03,1,0
169,52,1.02e-06,1,0
169,112,1.57e-03,1,0
170,21,2.77e-03,1,0
170,91,6.26e-06,1,0
170,132,2.10e-03,1,1
170,134,1.18e-04,1,1
170,188,5.19e-06,1,1
171,50,4.08e-10,1,0
171,54,4.98e-03,1,0
171,94,3.40e-10,1,0
171,137,2.61e-07,1,1
171,149,1.74e-05,1,1
172,72,4.93e-03,1,0
172,133,6.64e-05,1,1
172,187,1.30e-09,1,1
173,45,1.51e-03,1,0
173,63,6.17e-04,1,0
173,111,5.57e-04,1,0
173,135,2.31e-03,1,1
173,173,7.49e-10,1,1
174,51,4.60e-06,1,0
174,194,5.00e-03,1,1
175,66,1.85e-04,1,0
175,82,4.82e-03,1,0
176,25,1.70e-03,1,0
176,53,4.91e-09,1,0
176,81,1.33e-03,1,0
176,116,1.64e-03,1,1
176,158,1.62e-09,1,1
176,165,3.30e-04,1,1
177,10,1.22e-06,1,0
177,34,2.47e-04,1,0
177,46,4.75e-03,1,0
177,63,1.03e-07,1,0
178,22,9.09e-05,1,0
178,44,1.41e-04,1,0
178,48,4.54e-04,1,0
178,86,2.55e-03,1,0
178,90,1.76e-03,1,0
178,122,2.87e-10,1,1
178,142,6.58e-10,1,1
179,14,2.72e-04,1,0
179,96,8.32e-05,1,0
179,164,1.15e-06,1,1
179,179,4.64e-03,1,1
179,186,2.85e-10,1,1
180,71,1.53e-08,1,0
180,98,7.00e-06,1,0
180,110,4.99e-03,1,0
181,68,3.49e-09,1,0
181,79,1.95e-08,1,0
181,162,5.00e-03,1,1
182,29,4.72e-08,1,0
182,97,5.74e-07,1,0
182,108,6.33e-05,1,0
182,161,4.94e-03,1,1
183,124,1.65e-04,1,1
183,153,4.83e-03,1,1
184,29,8.86e-07,1,0
184,65,2.19e-03,1,0
184,84,2.46e-04,1,0
184,98,7.01e-07,1,0
184,176,2.57e-03,1,1
185,102,3.72e-05,1,0
185,104,1.30e-03,1,0
185,107,9.39e-10,1,0
185,109,3.67e-03,1,0
185,193,1.02e-09,1,1
186,14,9.09e-06,1,0
186,129,7.43e-07,1,1
186,145,4.59e-05,1,1
186,155,1.20e-07,1,1
186,179,3.56e-04,1,1
186,186,4.59e-03,1,1
187,82,2.50e-10,1,0
187,96,4.92e-03,1,0
187,164,8.35e-05,1,1
188,24,5.00e-03,1,0
188,53,2.22e-09,1,0
188,110,2.43e-09,1,0
188,128,2.70e-10,1,1
189,69,4.58e-05,1,0
189,107,2.02e-09,1,0
189,121,4.81e-03,1,1
189,146,1.46e-04,1,1
189,193,6.28e-08,1,1
190,105,4.28e-03,1,0
190,108,7.20e-04,1,0
190,161,4.77e-09,1,1
191,37,5.00e-03,1,0
191,168,1.16e-07,1,1
191,191,1.07e-06,1,1
192,25,1.45e-03,1,0
192,53,2.42e-03,1,0
192,81,9.17e-04,1,0
192,116,2.08e-04,1,1
193,15,3.15e-08,1,0
193,93,5.00e-03,1,0
193,113,4.41e-06,1,0
194,0,8.92e-05,1,0
194,16,4.86e-03,1,0
194,175,4.62e-05,1,1
195,114,3.48e-03,1,0
195,150,1.52e-03,1,1
196,30,4.94e-03,1,0
196,163,6.19e-05,1,1
197,91,4.93e-03,1,0
197,132,7.09e-05,1,1
198,76,2.92e-05,1,0
198,92,4.23e-04,1,0
198,162,1.87e-08,1,1
198,173,4.55e-03,1,1
199,21,5.39e-09,1,0
199,119,1.50e-07,1,1
199,131,1.89e-07,1,1
199,154,5.00e-03,1,1
